0 90
977 1 4
2013 1 4
481 1 4
2017 1 4
2529 1 4
1001 1 4
505 1 4
509 1 4
1037 1 0
2577 1 0
2085 1 0
1573 1 0
553 1 0
557 1 0
1069 1 0
2093 1 0
1593 1 0
2105 1 0
2109 1 0
69 1 0
581 1 0
77 1 0
1121 1 0
1645 1 0
2669 1 0
117 1 0
1653 1 0
1657 1 0
1145 1 0
2693 1 0
1673 1 0
141 1 0
1677 1 0
2701 1 0
1177 1 0
1181 1 0
2205 1 0
161 1 0
681 1 0
1205 1 0
185 1 0
193 1 0
1733 1 0
713 1 0
2253 1 0
2765 1 0
1745 1 0
2781 1 0
225 1 0
745 1 0
1785 1 0
2297 1 0
249 1 0
765 1 0
1793 1 0
2309 1 0
1289 1 0
2317 1 0
789 1 0
797 1 0
1313 1 0
2337 1 0
293 1 0
1325 1 0
1837 1 0
1841 1 0
309 1 0
1333 1 0
1337 1 0
1341 1 0
1857 1 0
1349 1 0
329 1 0
842 1 0
1869 1 0
1873 1 0
1889 1 0
1381 1 0
361 1 0
1905 1 0
1413 1 0
1417 1 0
2453 1 0
1945 1 0
421 1 0
1445 1 0
425 1 0
2489 1 0
2497 1 0
2001 1 0
2513 1 0
469 1 0
473 1 0
2521 1 0
477 1 0
1517 1 0
1521 1 0
2033 1 0
16 91
2565 1 4
517 1 4
1041 1 4
537 1 4
1561 1 4
1049 1 4
1569 1 4
1061 1 4
1065 1 4
1581 1 4
49 1 4
561 1 4
2613 1 4
577 1 4
1093 1 4
2629 1 4
585 1 4
1617 1 4
2653 1 4
101 1 4
1637 1 4
621 1 4
2173 1 4
2687 1 4
2177 1 4
1161 1 4
2185 1 4
2697 1 4
1165 1 4
657 1 4
2705 1 4
2713 1 4
677 1 4
1701 1 4
2729 1 4
1709 1 4
2221 1 4
1721 1 4
701 1 4
1741 1 4
1233 1 4
1241 1 4
2265 1 4
733 1 4
1245 1 4
1249 1 4
1765 1 4
741 1 4
1253 1 4
233 1 4
1257 1 4
749 1 4
1773 1 4
241 1 4
1781 1 4
2293 1 4
1277 1 4
777 1 4
277 1 4
2353 1 4
1849 1 4
2361 1 4
2365 1 4
1861 1 4
341 1 4
345 1 4
1373 1 4
2401 1 4
873 1 4
365 1 4
2413 1 4
881 1 4
2417 1 4
885 1 4
1913 1 4
385 1 4
389 1 4
2449 1 4
2465 1 4
2473 1 4
429 1 4
437 1 4
1461 1 4
977 1 4
2013 1 4
481 1 4
2017 1 4
2529 1 4
1001 1 4
505 1 4
509 1 4
17 175
2057 1 3
1553 1 3
1021 1 3
2581 1 3
1565 1 3
2597 1 3
2601 1 3
2097 1 3
53 1 3
2101 1 3
2617 1 3
2625 1 3
2117 1 3
1609 1 3
2637 1 3
2145 1 3
1641 1 3
2665 1 3
113 1 3
2677 1 3
1153 1 3
649 1 3
653 1 3
149 1 3
2197 1 3
2709 1 3
2201 1 3
689 1 3
2225 1 3
181 1 3
2229 1 3
2233 1 3
1729 1 3
201 1 3
725 1 3
1749 1 3
737 1 3
229 1 3
2277 1 3
1777 1 3
253 1 3
257 1 3
773 1 3
265 1 3
1297 1 3
2321 1 3
2325 1 3
285 1 3
1825 1 3
1833 1 3
301 1 3
817 1 3
313 1 3
825 1 3
829 1 3
1345 1 3
2369 1 3
1357 1 3
2409 1 3
877 1 3
1909 1 3
2421 1 3
1401 1 3
1925 1 3
909 1 3
1421 1 3
405 1 3
413 1 3
1437 1 3
449 1 3
973 1 3
1997 1 3
981 1 3
2517 1 3
2009 1 3
2525 1 3
993 1 3
1505 1 3
485 1 3
489 1 3
2537 1 3
1005 1 3
2549 1 3
2553 1 3
1017 1 3
1025 1 2
2053 1 2
529 1 2
2069 1 2
1057 1 2
2081 1 2
1585 1 2
565 1 2
2621 1 2
1085 1 2
573 1 2
2113 1 2
65 1 2
73 1 2
2125 1 2
2641 1 2
85 1 2
2645 1 2
2141 1 2
1631 1 2
2673 1 2
2165 1 2
2169 1 2
1661 1 2
2181 1 2
2189 1 2
2193 1 2
153 1 2
665 1 2
157 1 2
673 1 2
2213 1 2
169 1 2
2217 1 2
173 1 2
177 1 2
1717 1 2
1725 1 2
705 1 2
1217 1 2
709 1 2
1221 1 2
2761 1 2
2261 1 2
729 1 2
237 1 2
2285 1 2
2289 1 2
2301 1 2
261 1 2
1821 1 2
2333 1 2
1829 1 2
1321 1 2
2357 1 2
317 1 2
321 1 2
833 1 2
837 1 2
1353 1 2
1865 1 2
333 1 2
845 1 2
349 1 2
861 1 2
1893 1 2
1393 1 2
1397 1 2
897 1 2
1409 1 2
397 1 2
2461 1 2
933 1 2
941 1 2
945 1 2
953 1 2
1465 1 2
453 1 2
969 1 2
461 1 2
2509 1 2
1497 1 2
997 1 2
1509 1 2
2025 1 2
2029 1 2
497 1 2
2545 1 2
1525 1 2
2557 1 2
18 90
1037 1 0
2577 1 0
2085 1 0
1573 1 0
553 1 0
557 1 0
1069 1 0
2093 1 0
1593 1 0
2105 1 0
2109 1 0
69 1 0
581 1 0
77 1 0
1121 1 0
1645 1 0
2669 1 0
117 1 0
1653 1 0
1657 1 0
1145 1 0
2693 1 0
1673 1 0
141 1 0
1677 1 0
2701 1 0
1177 1 0
1181 1 0
2205 1 0
161 1 0
681 1 0
1205 1 0
185 1 0
193 1 0
1733 1 0
713 1 0
2253 1 0
2765 1 0
1745 1 0
2781 1 0
225 1 0
745 1 0
1785 1 0
2297 1 0
249 1 0
765 1 0
1793 1 0
2309 1 0
1289 1 0
2317 1 0
789 1 0
797 1 0
1313 1 0
2337 1 0
293 1 0
1325 1 0
1837 1 0
1841 1 0
309 1 0
1333 1 0
1337 1 0
1341 1 0
1857 1 0
1349 1 0
329 1 0
842 1 0
1869 1 0
1873 1 0
1889 1 0
1381 1 0
361 1 0
1905 1 0
1413 1 0
1417 1 0
2453 1 0
1945 1 0
421 1 0
1445 1 0
425 1 0
2489 1 0
2497 1 0
2001 1 0
2513 1 0
469 1 0
473 1 0
2521 1 0
477 1 0
1517 1 0
1521 1 0
2033 1 0
19 90
1037 1 0
2577 1 0
2085 1 0
1573 1 0
553 1 0
557 1 0
1069 1 0
2093 1 0
1593 1 0
2105 1 0
2109 1 0
69 1 0
581 1 0
77 1 0
1121 1 0
1645 1 0
2669 1 0
117 1 0
1653 1 0
1657 1 0
1145 1 0
2693 1 0
1673 1 0
141 1 0
1677 1 0
2701 1 0
1177 1 0
1181 1 0
2205 1 0
161 1 0
681 1 0
1205 1 0
185 1 0
193 1 0
1733 1 0
713 1 0
2253 1 0
2765 1 0
1745 1 0
2781 1 0
225 1 0
745 1 0
1785 1 0
2297 1 0
249 1 0
765 1 0
1793 1 0
2309 1 0
1289 1 0
2317 1 0
789 1 0
797 1 0
1313 1 0
2337 1 0
293 1 0
1325 1 0
1837 1 0
1841 1 0
309 1 0
1333 1 0
1337 1 0
1341 1 0
1857 1 0
1349 1 0
329 1 0
842 1 0
1869 1 0
1873 1 0
1889 1 0
1381 1 0
361 1 0
1905 1 0
1413 1 0
1417 1 0
2453 1 0
1945 1 0
421 1 0
1445 1 0
425 1 0
2489 1 0
2497 1 0
2001 1 0
2513 1 0
469 1 0
473 1 0
2521 1 0
477 1 0
1517 1 0
1521 1 0
2033 1 0
20 96
1409 1 2
1661 1 2
2053 1 2
2509 1 2
1397 1 2
2333 1 2
1037 1 0
2577 1 0
2085 1 0
1573 1 0
553 1 0
557 1 0
1069 1 0
2093 1 0
1593 1 0
2105 1 0
2109 1 0
69 1 0
581 1 0
77 1 0
1121 1 0
1645 1 0
2669 1 0
117 1 0
1653 1 0
1657 1 0
1145 1 0
2693 1 0
1673 1 0
141 1 0
1677 1 0
2701 1 0
1177 1 0
1181 1 0
2205 1 0
161 1 0
681 1 0
1205 1 0
185 1 0
193 1 0
1733 1 0
713 1 0
2253 1 0
2765 1 0
1745 1 0
2781 1 0
225 1 0
745 1 0
1785 1 0
2297 1 0
249 1 0
765 1 0
1793 1 0
2309 1 0
1289 1 0
2317 1 0
789 1 0
797 1 0
1313 1 0
2337 1 0
293 1 0
1325 1 0
1837 1 0
1841 1 0
309 1 0
1333 1 0
1337 1 0
1341 1 0
1857 1 0
1349 1 0
329 1 0
842 1 0
1869 1 0
1873 1 0
1889 1 0
1381 1 0
361 1 0
1905 1 0
1413 1 0
1417 1 0
2453 1 0
1945 1 0
421 1 0
1445 1 0
425 1 0
2489 1 0
2497 1 0
2001 1 0
2513 1 0
469 1 0
473 1 0
2521 1 0
477 1 0
1517 1 0
1521 1 0
2033 1 0
21 90
1025 1 2
2053 1 2
529 1 2
2069 1 2
1057 1 2
2081 1 2
1585 1 2
565 1 2
2621 1 2
1085 1 2
573 1 2
2113 1 2
65 1 2
73 1 2
2125 1 2
2641 1 2
85 1 2
2645 1 2
2141 1 2
1631 1 2
2673 1 2
2165 1 2
2169 1 2
1661 1 2
2181 1 2
2189 1 2
2193 1 2
153 1 2
665 1 2
157 1 2
673 1 2
2213 1 2
169 1 2
2217 1 2
173 1 2
177 1 2
1717 1 2
1725 1 2
705 1 2
1217 1 2
709 1 2
1221 1 2
2761 1 2
2261 1 2
729 1 2
237 1 2
2285 1 2
2289 1 2
2301 1 2
261 1 2
1821 1 2
2333 1 2
1829 1 2
1321 1 2
2357 1 2
317 1 2
321 1 2
833 1 2
837 1 2
1353 1 2
1865 1 2
333 1 2
845 1 2
349 1 2
861 1 2
1893 1 2
1393 1 2
1397 1 2
897 1 2
1409 1 2
397 1 2
2461 1 2
933 1 2
941 1 2
945 1 2
953 1 2
1465 1 2
453 1 2
969 1 2
461 1 2
2509 1 2
1497 1 2
997 1 2
1509 1 2
2025 1 2
2029 1 2
497 1 2
2545 1 2
1525 1 2
2557 1 2
22 180
2565 1 4
517 1 4
1041 1 4
537 1 4
1561 1 4
1049 1 4
1569 1 4
1061 1 4
1065 1 4
1581 1 4
49 1 4
561 1 4
2613 1 4
577 1 4
1093 1 4
2629 1 4
585 1 4
1617 1 4
2653 1 4
101 1 4
1637 1 4
621 1 4
2173 1 4
2687 1 4
2177 1 4
1161 1 4
2185 1 4
2697 1 4
1165 1 4
657 1 4
2705 1 4
2713 1 4
677 1 4
1701 1 4
2729 1 4
1709 1 4
2221 1 4
1721 1 4
701 1 4
1741 1 4
1233 1 4
1241 1 4
2265 1 4
733 1 4
1245 1 4
1249 1 4
1765 1 4
741 1 4
1253 1 4
233 1 4
1257 1 4
749 1 4
1773 1 4
241 1 4
1781 1 4
2293 1 4
1277 1 4
777 1 4
277 1 4
2353 1 4
1849 1 4
2361 1 4
2365 1 4
1861 1 4
341 1 4
345 1 4
1373 1 4
2401 1 4
873 1 4
365 1 4
2413 1 4
881 1 4
2417 1 4
885 1 4
1913 1 4
385 1 4
389 1 4
2449 1 4
2465 1 4
2473 1 4
429 1 4
437 1 4
1461 1 4
977 1 4
2013 1 4
481 1 4
2017 1 4
2529 1 4
1001 1 4
505 1 4
509 1 4
2057 1 3
1553 1 3
1021 1 3
2581 1 3
1565 1 3
2597 1 3
2601 1 3
2097 1 3
53 1 3
2101 1 3
2617 1 3
2625 1 3
2117 1 3
1609 1 3
2637 1 3
1117 1 3
2145 1 3
1641 1 3
2665 1 3
113 1 3
2677 1 3
1153 1 3
649 1 3
653 1 3
149 1 3
2197 1 3
2709 1 3
2201 1 3
1197 1 3
689 1 3
2225 1 3
181 1 3
2229 1 3
2233 1 3
2745 1 3
1729 1 3
201 1 3
725 1 3
1749 1 3
737 1 3
229 1 3
2277 1 3
1777 1 3
253 1 3
257 1 3
773 1 3
265 1 3
2313 1 3
1297 1 3
2321 1 3
2325 1 3
285 1 3
1825 1 3
1833 1 3
301 1 3
817 1 3
313 1 3
825 1 3
829 1 3
1345 1 3
2369 1 3
1357 1 3
1365 1 3
2409 1 3
877 1 3
1909 1 3
2421 1 3
1401 1 3
1925 1 3
909 1 3
1421 1 3
405 1 3
413 1 3
1437 1 3
449 1 3
973 1 3
1997 1 3
981 1 3
2517 1 3
2009 1 3
2525 1 3
993 1 3
485 1 3
489 1 3
2537 1 3
1005 1 3
2549 1 3
2553 1 3
1017 1 3
23 90
1037 1 0
2577 1 0
2085 1 0
1573 1 0
553 1 0
557 1 0
1069 1 0
2093 1 0
1593 1 0
2105 1 0
2109 1 0
69 1 0
581 1 0
77 1 0
1121 1 0
1645 1 0
2669 1 0
117 1 0
1653 1 0
1657 1 0
1145 1 0
2693 1 0
1673 1 0
141 1 0
1677 1 0
2701 1 0
1177 1 0
1181 1 0
2205 1 0
161 1 0
681 1 0
1205 1 0
185 1 0
193 1 0
1733 1 0
713 1 0
2253 1 0
2765 1 0
1745 1 0
2781 1 0
225 1 0
745 1 0
1785 1 0
2297 1 0
249 1 0
765 1 0
1793 1 0
2309 1 0
1289 1 0
2317 1 0
789 1 0
797 1 0
1313 1 0
2337 1 0
293 1 0
1325 1 0
1837 1 0
1841 1 0
309 1 0
1333 1 0
1337 1 0
1341 1 0
1857 1 0
1349 1 0
329 1 0
842 1 0
1869 1 0
1873 1 0
1889 1 0
1381 1 0
361 1 0
1905 1 0
1413 1 0
1417 1 0
2453 1 0
1945 1 0
421 1 0
1445 1 0
425 1 0
2489 1 0
2497 1 0
2001 1 0
2513 1 0
469 1 0
473 1 0
2521 1 0
477 1 0
1517 1 0
1521 1 0
2033 1 0
24 91
2565 1 4
517 1 4
1041 1 4
537 1 4
1561 1 4
1049 1 4
1569 1 4
1061 1 4
1065 1 4
1581 1 4
49 1 4
561 1 4
2613 1 4
577 1 4
1093 1 4
2629 1 4
585 1 4
1617 1 4
2653 1 4
101 1 4
1637 1 4
621 1 4
2173 1 4
2687 1 4
2177 1 4
1161 1 4
2185 1 4
2697 1 4
1165 1 4
657 1 4
2705 1 4
2713 1 4
677 1 4
1701 1 4
2729 1 4
1709 1 4
2221 1 4
1721 1 4
701 1 4
1741 1 4
1233 1 4
1241 1 4
2265 1 4
733 1 4
1245 1 4
1249 1 4
1765 1 4
741 1 4
1253 1 4
233 1 4
1257 1 4
749 1 4
1773 1 4
241 1 4
1781 1 4
2293 1 4
1277 1 4
777 1 4
277 1 4
2353 1 4
1849 1 4
2361 1 4
2365 1 4
1861 1 4
341 1 4
345 1 4
1373 1 4
2401 1 4
873 1 4
365 1 4
2413 1 4
881 1 4
2417 1 4
885 1 4
1913 1 4
385 1 4
389 1 4
2449 1 4
2465 1 4
2473 1 4
429 1 4
437 1 4
1461 1 4
977 1 4
2013 1 4
481 1 4
2017 1 4
2529 1 4
1001 1 4
505 1 4
509 1 4
25 90
1025 1 2
2053 1 2
529 1 2
2069 1 2
1057 1 2
2081 1 2
1585 1 2
565 1 2
2621 1 2
1085 1 2
573 1 2
2113 1 2
65 1 2
73 1 2
2125 1 2
2641 1 2
85 1 2
2645 1 2
2141 1 2
1631 1 2
2673 1 2
2165 1 2
2169 1 2
1661 1 2
2181 1 2
2189 1 2
2193 1 2
153 1 2
665 1 2
157 1 2
673 1 2
2213 1 2
169 1 2
2217 1 2
173 1 2
177 1 2
1717 1 2
1725 1 2
705 1 2
1217 1 2
709 1 2
1221 1 2
2761 1 2
2261 1 2
729 1 2
237 1 2
2285 1 2
2289 1 2
2301 1 2
261 1 2
1821 1 2
2333 1 2
1829 1 2
1321 1 2
2357 1 2
317 1 2
321 1 2
833 1 2
837 1 2
1353 1 2
1865 1 2
333 1 2
845 1 2
349 1 2
861 1 2
1893 1 2
1393 1 2
1397 1 2
897 1 2
1409 1 2
397 1 2
2461 1 2
933 1 2
941 1 2
945 1 2
953 1 2
1465 1 2
453 1 2
969 1 2
461 1 2
2509 1 2
1497 1 2
997 1 2
1509 1 2
2025 1 2
2029 1 2
497 1 2
2545 1 2
1525 1 2
2557 1 2
26 90
1025 1 2
2053 1 2
529 1 2
2069 1 2
1057 1 2
2081 1 2
1585 1 2
565 1 2
2621 1 2
1085 1 2
573 1 2
2113 1 2
65 1 2
73 1 2
2125 1 2
2641 1 2
85 1 2
2645 1 2
2141 1 2
1631 1 2
2673 1 2
2165 1 2
2169 1 2
1661 1 2
2181 1 2
2189 1 2
2193 1 2
153 1 2
665 1 2
157 1 2
673 1 2
2213 1 2
169 1 2
2217 1 2
173 1 2
177 1 2
1717 1 2
1725 1 2
705 1 2
1217 1 2
709 1 2
1221 1 2
2761 1 2
2261 1 2
729 1 2
237 1 2
2285 1 2
2289 1 2
2301 1 2
261 1 2
1821 1 2
2333 1 2
1829 1 2
1321 1 2
2357 1 2
317 1 2
321 1 2
833 1 2
837 1 2
1353 1 2
1865 1 2
333 1 2
845 1 2
349 1 2
861 1 2
1893 1 2
1393 1 2
1397 1 2
897 1 2
1409 1 2
397 1 2
2461 1 2
933 1 2
941 1 2
945 1 2
953 1 2
1465 1 2
453 1 2
969 1 2
461 1 2
2509 1 2
1497 1 2
997 1 2
1509 1 2
2025 1 2
2029 1 2
497 1 2
2545 1 2
1525 1 2
2557 1 2
27 180
2057 1 3
1553 1 3
1021 1 3
2581 1 3
1565 1 3
2597 1 3
2601 1 3
2097 1 3
53 1 3
2101 1 3
2617 1 3
2625 1 3
2117 1 3
1609 1 3
2637 1 3
1117 1 3
2145 1 3
1641 1 3
2665 1 3
113 1 3
2677 1 3
1153 1 3
649 1 3
653 1 3
149 1 3
2197 1 3
2709 1 3
2201 1 3
1197 1 3
689 1 3
2225 1 3
181 1 3
2229 1 3
2233 1 3
2745 1 3
1729 1 3
201 1 3
725 1 3
1749 1 3
737 1 3
229 1 3
2277 1 3
1777 1 3
253 1 3
257 1 3
773 1 3
265 1 3
2313 1 3
1297 1 3
2321 1 3
2325 1 3
285 1 3
1825 1 3
1833 1 3
301 1 3
817 1 3
313 1 3
825 1 3
829 1 3
1345 1 3
2369 1 3
1357 1 3
1365 1 3
2409 1 3
877 1 3
1909 1 3
2421 1 3
1401 1 3
1925 1 3
909 1 3
1421 1 3
405 1 3
413 1 3
1437 1 3
449 1 3
973 1 3
1997 1 3
981 1 3
2517 1 3
2009 1 3
2525 1 3
993 1 3
1505 1 3
485 1 3
489 1 3
2537 1 3
1005 1 3
2549 1 3
2553 1 3
1017 1 3
1037 1 0
2577 1 0
2085 1 0
1573 1 0
553 1 0
557 1 0
1069 1 0
2093 1 0
1593 1 0
2105 1 0
2109 1 0
69 1 0
581 1 0
77 1 0
1121 1 0
1645 1 0
2669 1 0
117 1 0
1653 1 0
1657 1 0
1145 1 0
2693 1 0
1673 1 0
141 1 0
1677 1 0
2701 1 0
1177 1 0
1181 1 0
2205 1 0
161 1 0
681 1 0
1205 1 0
185 1 0
193 1 0
1733 1 0
713 1 0
2253 1 0
2765 1 0
1745 1 0
2781 1 0
225 1 0
745 1 0
1785 1 0
2297 1 0
249 1 0
765 1 0
1793 1 0
2309 1 0
1289 1 0
2317 1 0
789 1 0
797 1 0
1313 1 0
2337 1 0
293 1 0
1325 1 0
1837 1 0
1841 1 0
309 1 0
1333 1 0
1337 1 0
1341 1 0
1857 1 0
1349 1 0
329 1 0
842 1 0
1869 1 0
1873 1 0
1889 1 0
1381 1 0
361 1 0
1905 1 0
1413 1 0
1417 1 0
2453 1 0
1945 1 0
421 1 0
1445 1 0
425 1 0
2489 1 0
2497 1 0
2001 1 0
2513 1 0
469 1 0
473 1 0
2521 1 0
477 1 0
1517 1 0
1521 1 0
2033 1 0
28 94
2561 1 1
2573 1 1
21 1 1
533 1 1
1053 1 1
549 1 1
45 1 1
2605 1 1
569 1 1
1089 1 1
1097 1 1
2121 1 1
2633 1 1
1105 1 1
1621 1 1
2649 1 1
97 1 1
1633 1 1
1125 1 1
2149 1 1
105 1 1
2157 1 1
2161 1 1
1141 1 1
633 1 1
1149 1 1
129 1 1
1665 1 1
1157 1 1
137 1 1
661 1 1
1685 1 1
1689 1 1
669 1 1
1185 1 1
1697 1 1
1713 1 1
2749 1 1
197 1 1
2757 1 1
1227 1 1
205 1 1
1229 1 1
2259 1 1
2777 1 1
1761 1 1
2785 1 1
2281 1 1
1261 1 1
1273 1 1
1285 1 1
1293 1 1
1805 1 1
273 1 1
1809 1 1
1301 1 1
1817 1 1
2329 1 1
1309 1 1
2341 1 1
2345 1 1
821 1 1
2377 1 1
843 1 1
337 1 1
1361 1 1
857 1 1
353 1 1
865 1 1
357 1 1
1385 1 1
1897 1 1
371 1 1
373 1 1
905 1 1
1929 1 1
1933 1 1
2445 1 1
401 1 1
1425 1 1
1429 1 1
1441 1 1
1453 1 1
433 1 1
2481 1 1
949 1 1
1985 1 1
1477 1 1
2501 1 1
465 1 1
2005 1 1
2533 1 1
2541 1 1
1009 1 1
29 90
1025 1 2
2053 1 2
529 1 2
2069 1 2
1057 1 2
2081 1 2
1585 1 2
565 1 2
2621 1 2
1085 1 2
573 1 2
2113 1 2
65 1 2
73 1 2
2125 1 2
2641 1 2
85 1 2
2645 1 2
2141 1 2
1631 1 2
2673 1 2
2165 1 2
2169 1 2
1661 1 2
2181 1 2
2189 1 2
2193 1 2
153 1 2
665 1 2
157 1 2
673 1 2
2213 1 2
169 1 2
2217 1 2
173 1 2
177 1 2
1717 1 2
1725 1 2
705 1 2
1217 1 2
709 1 2
1221 1 2
2761 1 2
2261 1 2
729 1 2
237 1 2
2285 1 2
2289 1 2
2301 1 2
261 1 2
1821 1 2
2333 1 2
1829 1 2
1321 1 2
2357 1 2
317 1 2
321 1 2
833 1 2
837 1 2
1353 1 2
1865 1 2
333 1 2
845 1 2
349 1 2
861 1 2
1893 1 2
1393 1 2
1397 1 2
897 1 2
1409 1 2
397 1 2
2461 1 2
933 1 2
941 1 2
945 1 2
953 1 2
1465 1 2
453 1 2
969 1 2
461 1 2
2509 1 2
1497 1 2
997 1 2
1509 1 2
2025 1 2
2029 1 2
497 1 2
2545 1 2
1525 1 2
2557 1 2
30 143
385 1 4
2565 1 4
517 1 4
389 1 4
1161 1 4
2185 1 4
1041 1 4
657 1 4
2449 1 4
277 1 4
537 1 4
1561 1 4
1277 1 4
1569 1 4
677 1 4
1065 1 4
2729 1 4
1709 1 4
2353 1 4
2613 1 4
437 1 4
1721 1 4
701 1 4
2365 1 4
2629 1 4
585 1 4
1741 1 4
1233 1 4
977 1 4
1241 1 4
2265 1 4
345 1 4
733 1 4
1245 1 4
2013 1 4
1249 1 4
2017 1 4
2529 1 4
101 1 4
1765 1 4
1253 1 4
873 1 4
621 1 4
1773 1 4
2413 1 4
505 1 4
241 1 4
881 1 4
2417 1 4
2293 1 4
885 1 4
1913 1 4
2173 1 4
1037 1 0
2577 1 0
2085 1 0
1573 1 0
553 1 0
557 1 0
1069 1 0
2093 1 0
1593 1 0
2105 1 0
2109 1 0
69 1 0
581 1 0
77 1 0
1121 1 0
1645 1 0
2669 1 0
117 1 0
1653 1 0
1657 1 0
1145 1 0
2693 1 0
1673 1 0
141 1 0
1677 1 0
2701 1 0
1177 1 0
1181 1 0
2205 1 0
161 1 0
681 1 0
1205 1 0
185 1 0
193 1 0
1733 1 0
713 1 0
2253 1 0
2765 1 0
1745 1 0
2781 1 0
225 1 0
745 1 0
1785 1 0
2297 1 0
249 1 0
765 1 0
1793 1 0
2309 1 0
1289 1 0
2317 1 0
789 1 0
797 1 0
1313 1 0
2337 1 0
293 1 0
1325 1 0
1837 1 0
1841 1 0
309 1 0
1333 1 0
1337 1 0
1341 1 0
1857 1 0
1349 1 0
329 1 0
842 1 0
1869 1 0
1873 1 0
1889 1 0
1381 1 0
361 1 0
1905 1 0
1413 1 0
1417 1 0
2453 1 0
1945 1 0
421 1 0
1445 1 0
425 1 0
2489 1 0
2497 1 0
2001 1 0
2513 1 0
469 1 0
473 1 0
2521 1 0
477 1 0
1517 1 0
1521 1 0
2033 1 0
31 91
2565 1 4
517 1 4
1041 1 4
537 1 4
1561 1 4
1049 1 4
1569 1 4
1061 1 4
1065 1 4
1581 1 4
49 1 4
561 1 4
2613 1 4
577 1 4
1093 1 4
2629 1 4
585 1 4
1617 1 4
2653 1 4
101 1 4
1637 1 4
621 1 4
2173 1 4
2687 1 4
2177 1 4
1161 1 4
2185 1 4
2697 1 4
1165 1 4
657 1 4
2705 1 4
2713 1 4
677 1 4
1701 1 4
2729 1 4
1709 1 4
2221 1 4
1721 1 4
701 1 4
1741 1 4
1233 1 4
1241 1 4
2265 1 4
733 1 4
1245 1 4
1249 1 4
1765 1 4
741 1 4
1253 1 4
233 1 4
1257 1 4
749 1 4
1773 1 4
241 1 4
1781 1 4
2293 1 4
1277 1 4
777 1 4
277 1 4
2353 1 4
1849 1 4
2361 1 4
2365 1 4
1861 1 4
341 1 4
345 1 4
1373 1 4
2401 1 4
873 1 4
365 1 4
2413 1 4
881 1 4
2417 1 4
885 1 4
1913 1 4
385 1 4
389 1 4
2449 1 4
2465 1 4
2473 1 4
429 1 4
437 1 4
1461 1 4
977 1 4
2013 1 4
481 1 4
2017 1 4
2529 1 4
1001 1 4
505 1 4
509 1 4
32 90
1037 1 0
2577 1 0
2085 1 0
1573 1 0
553 1 0
557 1 0
1069 1 0
2093 1 0
1593 1 0
2105 1 0
2109 1 0
69 1 0
581 1 0
77 1 0
1121 1 0
1645 1 0
2669 1 0
117 1 0
1653 1 0
1657 1 0
1145 1 0
2693 1 0
1673 1 0
141 1 0
1677 1 0
2701 1 0
1177 1 0
1181 1 0
2205 1 0
161 1 0
681 1 0
1205 1 0
185 1 0
193 1 0
1733 1 0
713 1 0
2253 1 0
2765 1 0
1745 1 0
2781 1 0
225 1 0
745 1 0
1785 1 0
2297 1 0
249 1 0
765 1 0
1793 1 0
2309 1 0
1289 1 0
2317 1 0
789 1 0
797 1 0
1313 1 0
2337 1 0
293 1 0
1325 1 0
1837 1 0
1841 1 0
309 1 0
1333 1 0
1337 1 0
1341 1 0
1857 1 0
1349 1 0
329 1 0
842 1 0
1869 1 0
1873 1 0
1889 1 0
1381 1 0
361 1 0
1905 1 0
1413 1 0
1417 1 0
2453 1 0
1945 1 0
421 1 0
1445 1 0
425 1 0
2489 1 0
2497 1 0
2001 1 0
2513 1 0
469 1 0
473 1 0
2521 1 0
477 1 0
1517 1 0
1521 1 0
2033 1 0
33 90
1037 1 0
2577 1 0
2085 1 0
1573 1 0
553 1 0
557 1 0
1069 1 0
2093 1 0
1593 1 0
2105 1 0
2109 1 0
69 1 0
581 1 0
77 1 0
1121 1 0
1645 1 0
2669 1 0
117 1 0
1653 1 0
1657 1 0
1145 1 0
2693 1 0
1673 1 0
141 1 0
1677 1 0
2701 1 0
1177 1 0
1181 1 0
2205 1 0
161 1 0
681 1 0
1205 1 0
185 1 0
193 1 0
1733 1 0
713 1 0
2253 1 0
2765 1 0
1745 1 0
2781 1 0
225 1 0
745 1 0
1785 1 0
2297 1 0
249 1 0
765 1 0
1793 1 0
2309 1 0
1289 1 0
2317 1 0
789 1 0
797 1 0
1313 1 0
2337 1 0
293 1 0
1325 1 0
1837 1 0
1841 1 0
309 1 0
1333 1 0
1337 1 0
1341 1 0
1857 1 0
1349 1 0
329 1 0
842 1 0
1869 1 0
1873 1 0
1889 1 0
1381 1 0
361 1 0
1905 1 0
1413 1 0
1417 1 0
2453 1 0
1945 1 0
421 1 0
1445 1 0
425 1 0
2489 1 0
2497 1 0
2001 1 0
2513 1 0
469 1 0
473 1 0
2521 1 0
477 1 0
1517 1 0
1521 1 0
2033 1 0
34 90
1037 1 0
2577 1 0
2085 1 0
1573 1 0
553 1 0
557 1 0
1069 1 0
2093 1 0
1593 1 0
2105 1 0
2109 1 0
69 1 0
581 1 0
77 1 0
1121 1 0
1645 1 0
2669 1 0
117 1 0
1653 1 0
1657 1 0
1145 1 0
2693 1 0
1673 1 0
141 1 0
1677 1 0
2701 1 0
1177 1 0
1181 1 0
2205 1 0
161 1 0
681 1 0
1205 1 0
185 1 0
193 1 0
1733 1 0
713 1 0
2253 1 0
2765 1 0
1745 1 0
2781 1 0
225 1 0
745 1 0
1785 1 0
