1,1.1,1.1.3,1.1.3.2,1.2.2,2,2.2,2.2.1,3,3.1.1,3.1.2,4,4.3,4.3.4,4.3.4.2,4.3.4.2.1,4.9
G2663210A,G2663210A,G2663210A,G2663210A,G2663210A,,,,,,,,,,,,
G2688225C,G2688225C,G2688225C,G2688225C,G2688225C,,,,,,,,,,,,
G2704291A,G2704291A,G2704291A,G2704291A,G2704291A,,,,,,,,,,,,
A2727037T,A2727037T,A2727037T,A2727037T,A2727037T,,,,,,,,,,,,
G2731741A,G2731741A,G2731741A,G2731741A,G2731741A,,,,,,,,,,,,
G2745839A,G2745839A,G2745839A,G2745839A,G2745839A,,,,,,,,,,,,
G2755112A,G2755112A,G2755112A,G2755112A,G2755112A,,,,,,,,,,,,
A2764206G,A2764206G,A2764206G,A2764206G,A2764206G,,,,,,,,,,,,
G2773955C,G2773955C,G2773955C,G2773955C,G2773955C,,,,,,,,,,,,
A2791257T,A2791257T,A2791257T,A2791257T,A2791257T,,,,,,,,,,,,
G2809895A,G2809895A,G2809895A,G2809895A,G2809895A,,,,,,,,,,,,
C2817158A,C2817158A,C2817158A,C2817158A,C2817158A,,,,,,,,,,,,
G2824432A,G2824432A,G2824432A,G2824432A,G2824432A,,,,,,,,,,,,
A2894642G,A2894642G,A2894642G,A2894642G,A2894642G,,,,,,,,,,,,
G2897528A,G2897528A,G2897528A,G2897528A,G2897528A,,,,,,,,,,,,
G2899890T,G2899890T,G2899890T,G2899890T,G2899890T,,,,,,,,,,,,
C2926882T,C2926882T,C2926882T,C2926882T,C2926882T,,,,,,,,,,,,
C2940608T,C2940608T,C2940608T,C2940608T,C2940608T,,,,,,,,,,,,
T2948650C,T2948650C,T2948650C,T2948650C,T2948650C,,,,,,,,,,,,
G2992564A,G2992564A,G2992564A,G2992564A,G2992564A,,,,,,,,,,,,
T2993523C,T2993523C,T2993523C,T2993523C,T2993523C,,,,,,,,,,,,
A3031285T,A3031285T,A3031285T,A3031285T,A3031285T,,,,,,,,,,,,
C3097349T,C3097349T,C3097349T,C3097349T,C3097349T,,,,,,,,,,,,
G3137681A,G3137681A,G3137681A,G3137681A,G3137681A,,,,,,,,,,,,
A3169993G,A3169993G,A3169993G,A3169993G,A3169993G,,,,,,,,,,,,
C3188428T,C3188428T,C3188428T,C3188428T,C3188428T,,,,,,,,,,,,
G3190342A,G3190342A,G3190342A,G3190342A,G3190342A,,,,,,,,,,,,
G3197917A,G3197917A,G3197917A,G3197917A,G3197917A,,,,,,,,,,,,
C3202629T,C3202629T,C3202629T,C3202629T,C3202629T,,,,,,,,,,,,
G3229692A,G3229692A,G3229692A,G3229692A,G3229692A,,,,,,,,,,,,
G3233605A,G3233605A,G3233605A,G3233605A,G3233605A,,,,,,,,,,,,
G3241244A,G3241244A,G3241244A,G3241244A,G3241244A,,,,,,,,,,,,
G3247089A,G3247089A,G3247089A,G3247089A,G3247089A,,,,,,,,,,,,
A3254758C,A3254758C,A3254758C,A3254758C,A3254758C,,,,,,,,,,,,
G3274545A,G3274545A,G3274545A,G3274545A,G3274545A,,,,,,,,,,,,
G3280132A,G3280132A,G3280132A,G3280132A,G3280132A,,,,,,,,,,,,
A3293423G,A3293423G,A3293423G,A3293423G,A3293423G,,,,,,,,,,,,
C3295124T,C3295124T,C3295124T,C3295124T,C3295124T,,,,,,,,,,,,
G3299413A,G3299413A,G3299413A,G3299413A,G3299413A,,,,,,,,,,,,
A3326150G,A3326150G,A3326150G,A3326150G,A3326150G,,,,,,,,,,,,
G3328495C,G3328495C,G3328495C,G3328495C,G3328495C,,,,,,,,,,,,
G3365841A,G3365841A,G3365841A,G3365841A,G3365841A,,,,,,,,,,,,
G3401850A,G3401850A,G3401850A,G3401850A,G3401850A,,,,,,,,,,,,
G3406798A,G3406798A,G3406798A,G3406798A,G3406798A,,,,,,,,,,,,
C3407028T,C3407028T,C3407028T,C3407028T,C3407028T,,,,,,,,,,,,
C3424462T,C3424462T,C3424462T,C3424462T,C3424462T,,,,,,,,,,,,
C3427632T,C3427632T,C3427632T,C3427632T,C3427632T,,,,,,,,,,,,
C3442240A,C3442240A,C3442240A,C3442240A,C3442240A,,,,,,,,,,,,
A3447480C,A3447480C,A3447480C,A3447480C,A3447480C,,,,,,,,,,,,
C3453382T,C3453382T,C3453382T,C3453382T,C3453382T,,,,,,,,,,,,
G3460765C,G3460765C,G3460765C,G3460765C,G3460765C,,,,,,,,,,,,
C3474597A,C3474597A,C3474597A,C3474597A,C3474597A,,,,,,,,,,,,
C3497586G,C3497586G,C3497586G,C3497586G,C3497586G,,,,,,,,,,,,
C3530145A,C3530145A,C3530145A,C3530145A,C3530145A,,,,,,,,,,,,
G3536008T,G3536008T,G3536008T,G3536008T,G3536008T,,,,,,,,,,,,
G3557634A,G3557634A,G3557634A,G3557634A,G3557634A,,,,,,,,,,,,
C3597682T,C3597682T,C3597682T,C3597682T,C3597682T,,,,,,,,,,,,
A3647591G,A3647591G,A3647591G,A3647591G,A3647591G,,,,,,,,,,,,
C3661802T,C3661802T,C3661802T,C3661802T,C3661802T,,,,,,,,,,,,
G3670118T,G3670118T,G3670118T,G3670118T,G3670118T,,,,,,,,,,,,
G3671532C,G3671532C,G3671532C,G3671532C,G3671532C,,,,,,,,,,,,
G3672105C,G3672105C,G3672105C,G3672105C,G3672105C,,,,,,,,,,,,
G3678091A,G3678091A,G3678091A,G3678091A,G3678091A,,,,,,,,,,,,
G3683237T,G3683237T,G3683237T,G3683237T,G3683237T,,,,,,,,,,,,
T3683715G,T3683715G,T3683715G,T3683715G,T3683715G,,,,,,,,,,,,
C3704261A,C3704261A,C3704261A,C3704261A,C3704261A,,,,,,,,,,,,
C3770325T,C3770325T,C3770325T,C3770325T,C3770325T,,,,,,,,,,,,
G3774506A,G3774506A,G3774506A,G3774506A,G3774506A,,,,,,,,,,,,
A3793634G,A3793634G,A3793634G,A3793634G,A3793634G,,,,,,,,,,,,
G3830566A,G3830566A,G3830566A,G3830566A,G3830566A,,,,,,,,,,,,
A3851084G,A3851084G,A3851084G,A3851084G,A3851084G,,,,,,,,,,,,
G3864041A,G3864041A,G3864041A,G3864041A,G3864041A,,,,,,,,,,,,
G3876953A,G3876953A,G3876953A,G3876953A,G3876953A,,,,,,,,,,,,
C3899654A,C3899654A,C3899654A,C3899654A,C3899654A,,,,,,,,,,,,
G3913737A,G3913737A,G3913737A,G3913737A,G3913737A,,,,,,,,,,,,
G3920109T,G3920109T,G3920109T,G3920109T,G3920109T,,,,,,,,,,,,
C3921094T,C3921094T,C3921094T,C3921094T,C3921094T,,,,,,,,,,,,
G3974142A,G3974142A,G3974142A,G3974142A,G3974142A,,,,,,,,,,,,
G3984926A,G3984926A,G3984926A,G3984926A,G3984926A,,,,,,,,,,,,
C4003645T,C4003645T,C4003645T,C4003645T,C4003645T,,,,,,,,,,,,
C4014431T,C4014431T,C4014431T,C4014431T,C4014431T,,,,,,,,,,,,
G4022652A,G4022652A,G4022652A,G4022652A,G4022652A,,,,,,,,,,,,
G4026800C,G4026800C,G4026800C,G4026800C,G4026800C,,,,,,,,,,,,
A4040517G,A4040517G,A4040517G,A4040517G,A4040517G,,,,,,,,,,,,
C4069797T,C4069797T,C4069797T,C4069797T,C4069797T,,,,,,,,,,,,
G4077177A,G4077177A,G4077177A,G4077177A,G4077177A,,,,,,,,,,,,
G4081987C,G4081987C,G4081987C,G4081987C,G4081987C,,,,,,,,,,,,
G4081996C,G4081996C,G4081996C,G4081996C,G4081996C,,,,,,,,,,,,
T4083360G,T4083360G,T4083360G,T4083360G,T4083360G,,,,,,,,,,,,
G4085200C,G4085200C,G4085200C,G4085200C,G4085200C,,,,,,,,,,,,
G4093719A,G4093719A,G4093719A,G4093719A,G4093719A,,,,,,,,,,,,
G4096190A,G4096190A,G4096190A,G4096190A,G4096190A,,,,,,,,,,,,
C4106154T,C4106154T,C4106154T,C4106154T,C4106154T,,,,,,,,,,,,
G4115029A,G4115029A,G4115029A,G4115029A,G4115029A,,,,,,,,,,,,
T4126087G,T4126087G,T4126087G,T4126087G,T4126087G,,,,,,,,,,,,
G4133907A,G4133907A,G4133907A,G4133907A,G4133907A,,,,,,,,,,,,
C4155266G,C4155266G,C4155266G,C4155266G,C4155266G,,,,,,,,,,,,
G4163558C,G4163558C,G4163558C,G4163558C,G4163558C,,,,,,,,,,,,
G4187063A,G4187063A,G4187063A,G4187063A,G4187063A,,,,,,,,,,,,
G4201105A,G4201105A,G4201105A,G4201105A,G4201105A,,,,,,,,,,,,
A4241042G,A4241042G,A4241042G,A4241042G,A4241042G,,,,,,,,,,,,
C4245969T,C4245969T,C4245969T,C4245969T,C4245969T,,,,,,,,,,,,
C4276306T,C4276306T,C4276306T,C4276306T,C4276306T,,,,,,,,,,,,
C4280441A,C4280441A,C4280441A,C4280441A,C4280441A,,,,,,,,,,,,
G4281272A,G4281272A,G4281272A,G4281272A,G4281272A,,,,,,,,,,,,
G4296381T,G4296381T,G4296381T,G4296381T,G4296381T,,,,,,,,,,,,
A4303407C,A4303407C,A4303407C,A4303407C,A4303407C,,,,,,,,,,,,
C4307344G,C4307344G,C4307344G,C4307344G,C4307344G,,,,,,,,,,,,
G4314843A,G4314843A,G4314843A,G4314843A,G4314843A,,,,,,,,,,,,
T4344058C,T4344058C,T4344058C,T4344058C,T4344058C,,,,,,,,,,,,
G4357773A,G4357773A,G4357773A,G4357773A,G4357773A,,,,,,,,,,,,
C4357946T,C4357946T,C4357946T,C4357946T,C4357946T,,,,,,,,,,,,
A4390380G,A4390380G,A4390380G,A4390380G,A4390380G,,,,,,,,,,,,
G4398732A,G4398732A,G4398732A,G4398732A,G4398732A,,,,,,,,,,,,
A4401400G,A4401400G,A4401400G,A4401400G,A4401400G,,,,,,,,,,,,
G4410386T,G4410386T,G4410386T,G4410386T,G4410386T,,,,,,,,,,,,
,G117295A,G117295A,G117295A,G20407A,,,,,,,,,,,,
,C281208T,C281208T,C281208T,G32773A,,,,,,,,,,,,
,G406389A,G406389A,G406389A,C77469T,,,,,,,,,,,,
,G423334A,G423334A,G423334A,A154051G,,,,,,,,,,,,
,C705570T,C705570T,C705570T,G227386T,,,,,,,,,,,,
,C745876G,C745876G,C745876G,G483489A,,,,,,,,,,,,
,C1545119T,C1545119T,C1545119T,T486511C,,,,,,,,,,,,
,A1814135G,A1814135G,A1814135G,C540126T,,,,,,,,,,,,
,A1839306G,A1839306G,A1839306G,G552361A,,,,,,,,,,,,
,C2120953G,C2120953G,C2120953G,C553220T,,,,,,,,,,,,
,C2989683T,C2989683T,C2989683T,T866827C,,,,,,,,,,,,
,C4024967G,C4024967G,C4024967G,A886348G,,,,,,,,,,,,
,C4054364T,C4054364T,C4054364T,G952984A,,,,,,,,,,,,
,G4243848A,G4243848A,G4243848A,G1018811A,,,,,,,,,,,,
,T4286156C,T4286156C,T4286156C,A1033573G,,,,,,,,,,,,
,G4369848A,G4369848A,G4369848A,G1072628A,,,,,,,,,,,,
,G4404247A,G4404247A,G4404247A,G1188232A,,,,,,,,,,,,
,,C15177G,C15177G,A1214118G,,,,,,,,,,,,
,,T212674G,T212674G,G1365430C,,,,,,,,,,,,
,,C280294T,C280294T,G1677267A,,,,,,,,,,,,
,,A286580T,A286580T,G1805690A,,,,,,,,,,,,
,,G317045A,G317045A,G1971673A,,,,,,,,,,,,
,,G321403A,G321403A,G2047874A,,,,,,,,,,,,
,,G496840A,G496840A,C2119694T,,,,,,,,,,,,
,,C577289T,C577289T,T2127504C,,,,,,,,,,,,
,,G765230A,G765230A,C2191428T,,,,,,,,,,,,
,,G832072C,G832072C,G2284848A,,,,,,,,,,,,
,,C852641T,C852641T,C2330343A,,,,,,,,,,,,
,,A877055C,A877055C,G2332153A,,,,,,,,,,,,
,,G1144221A,G1144221A,G2355363T,,,,,,,,,,,,
,,C1184798T,C1184798T,A2420173C,,,,,,,,,,,,
,,C1293121T,C1293121T,C2501007T,,,,,,,,,,,,
,,G1491275A,G1491275A,G2751502T,,,,,,,,,,,,
,,C1697460T,C1697460T,G2763624A,,,,,,,,,,,,
,,C1721745T,C1721745T,T3001053C,,,,,,,,,,,,
,,G1967975A,G1967975A,G3016943C,,,,,,,,,,,,
,,C2214069G,C2214069G,C3049806T,,,,,,,,,,,,
,,G2580759A,G2580759A,G3052353A,,,,,,,,,,,,
,,G2581971A,G2581971A,T3061362C,,,,,,,,,,,,
,,G2688891A,G2688891A,A3183210G,,,,,,,,,,,,
,,T2842441C,T2842441C,G3429876C,,,,,,,,,,,,
,,G2890112A,G2890112A,C3458422A,,,,,,,,,,,,
,,A3132289G,A3132289G,T3470324C,,,,,,,,,,,,
,,G3248276A,G3248276A,C3470377T,,,,,,,,,,,,
,,G3549346A,G3549346A,C3517413T,,,,,,,,,,,,
,,T3662543C,T3662543C,G3534263C,,,,,,,,,,,,
,,G3707884A,G3707884A,G3677203A,,,,,,,,,,,,
,,G3715012T,G3715012T,G3691767T,,,,,,,,,,,,
,,C3771123T,C3771123T,G3771585A,,,,,,,,,,,,
,,C3870870T,C3870870T,G3824167C,,,,,,,,,,,,
,,G4096875A,G4096875A,T4096967G,,,,,,,,,,,,
,,G4117564A,G4117564A,G4121388A,,,,,,,,,,,,
,,,T8188C,G4176694A,,,,,,,,,,,,
,,,A25139G,G4238120A,,,,,,,,,,,,
,,,G44996A,C4285318T,,,,,,,,,,,,
,,,G101819A,C4299514T,,,,,,,,,,,,
,,,C164682T,G4356477A,,,,,,,,,,,,
,,,G187285C,G4360524C,,,,,,,,,,,,
,,,G251224A,,,,,,,,,,,,,
,,,G285096T,,,,,,,,,,,,,
,,,A323526G,,,,,,,,,,,,,
,,,G352804C,,,,,,,,,,,,,
,,,A395537C,,,,,,,,,,,,,
,,,G452754T,,,,,,,,,,,,,
,,,A453299G,,,,,,,,,,,,,
,,,C480890G,,,,,,,,,,,,,
,,,G485893T,,,,,,,,,,,,,
,,,G487246C,,,,,,,,,,,,,
,,,T530485C,,,,,,,,,,,,,
,,,G619695A,,,,,,,,,,,,,
,,,G631279A,,,,,,,,,,,,,
,,,C671794T,,,,,,,,,,,,,
,,,A689062G,,,,,,,,,,,,,
,,,G697606A,,,,,,,,,,,,,
,,,T710391G,,,,,,,,,,,,,
,,,G710748T,,,,,,,,,,,,,
,,,C712143A,,,,,,,,,,,,,
,,,C715075T,,,,,,,,,,,,,
,,,G726198A,,,,,,,,,,,,,
,,,G747640A,,,,,,,,,,,,,
,,,G786685T,,,,,,,,,,,,,
,,,G1004547A,,,,,,,,,,,,,
,,,A1077981G,,,,,,,,,,,,,
,,,T1128665C,,,,,,,,,,,,,
,,,C1199722T,,,,,,,,,,,,,
,,,A1245061G,,,,,,,,,,,,,
,,,C1287533T,,,,,,,,,,,,,
,,,C1479325A,,,,,,,,,,,,,
,,,C1482721G,,,,,,,,,,,,,
,,,C1509360G,,,,,,,,,,,,,
,,,T1530439C,,,,,,,,,,,,,
,,,A1557518G,,,,,,,,,,,,,
,,,G1624992A,,,,,,,,,,,,,
,,,G1639002A,,,,,,,,,,,,,
,,,C1640244T,,,,,,,,,,,,,
,,,G1707800T,,,,,,,,,,,,,
,,,G1756802A,,,,,,,,,,,,,
,,,C1885612G,,,,,,,,,,,,,
,,,C1899810T,,,,,,,,,,,,,
,,,C2020026G,,,,,,,,,,,,,
,,,G2094960A,,,,,,,,,,,,,
,,,G2253891T,,,,,,,,,,,,,
,,,C2279758T,,,,,,,,,,,,,
,,,G2369460A,,,,,,,,,,,,,
,,,G2414870A,,,,,,,,,,,,,
,,,G2418554A,,,,,,,,,,,,,
,,,C2513411G,,,,,,,,,,,,,
,,,C2536740T,,,,,,,,,,,,,
,,,A2702369G,,,,,,,,,,,,,
,,,G2712566T,,,,,,,,,,,,,
,,,A2719938G,,,,,,,,,,,,,
,,,G2730348A,,,,,,,,,,,,,
,,,C2755330T,,,,,,,,,,,,,
,,,G2887243A,,,,,,,,,,,,,
,,,G2911916A,,,,,,,,,,,,,
,,,C3220048T,,,,,,,,,,,,,
,,,G3272697A,,,,,,,,,,,,,
,,,T3307922C,,,,,,,,,,,,,
,,,G3488278C,,,,,,,,,,,,,
,,,T3500037G,,,,,,,,,,,,,
,,,G3520485T,,,,,,,,,,,,,
,,,G3642173A,,,,,,,,,,,,,
,,,C3651032T,,,,,,,,,,,,,
,,,C3653225T,,,,,,,,,,,,,
,,,G3659019A,,,,,,,,,,,,,
,,,G3665931T,,,,,,,,,,,,,
,,,G3718415C,,,,,,,,,,,,,
,,,C3769784T,,,,,,,,,,,,,
,,,A3785599C,,,,,,,,,,,,,
,,,G3860187T,,,,,,,,,,,,,
,,,T3878687G,,,,,,,,,,,,,
,,,C3894150A,,,,,,,,,,,,,
,,,G3911938A,,,,,,,,,,,,,
,,,G3973057C,,,,,,,,,,,,,
,,,C4000247A,,,,,,,,,,,,,
,,,C4010994T,,,,,,,,,,,,,
,,,G4018725A,,,,,,,,,,,,,
,,,G4084405A,,,,,,,,,,,,,
,,,G4095404A,,,,,,,,,,,,,
,,,A4130200G,,,,,,,,,,,,,
,,,G4346294C,,,,,,,,,,,,,
