<<<<<<< HEAD
hetero,bayesian
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Mix,Mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-mix,Non-mix
Non-mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-mix,Non-mix
Non-Mix,Non-mix
Non-mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Mix,Mix
Non-mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Mix,Mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Mix,Mix
Non-Mix,Non-mix
Non-mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-mix,Non-mix
Mix,Mix
Mix,Mix
Mix,Mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-mix,Non-mix
Non-Mix,Non-mix
Non-mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Mix,Mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Non-mix
Non-Mix,Non-mix
Non-mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Mix,Mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Mix,Mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Mix,Mix
Mix,Mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Mix,Mix
Non-Mix,Non-mix
Mix,Mix
Mix,Mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
Non-Mix,Non-mix
=======
Sample_id,hetero,bayesian
ERR181783,Non-Mix,Non-mix
ERR181784,Mix,Mix
ERR181785,Mix,Mix
ERR181786,Non-Mix,Non-mix
ERR181787,Non-Mix,Non-mix
ERR181788,Non-Mix,Non-mix
ERR181789,Non-Mix,Non-mix
ERR181790,Non-Mix,Non-mix
ERR181791,Non-Mix,Non-mix
ERR181792,Non-Mix,Non-mix
ERR181793,Non-Mix,Non-mix
ERR181794,Non-Mix,Non-mix
ERR181795,Non-Mix,Non-mix
ERR181796,Non-Mix,Non-mix
ERR181797,Non-Mix,Non-mix
ERR181798,Non-Mix,Non-mix
ERR181799,Non-Mix,Non-mix
ERR181801,Non-Mix,Non-mix
ERR181802,Non-Mix,Non-mix
ERR181803,Non-Mix,Non-mix
ERR181804,Non-Mix,Non-mix
ERR181805,Non-Mix,Non-mix
ERR181806,Non-Mix,Non-mix
ERR181807,Non-Mix,Non-mix
ERR181808,Non-Mix,Non-mix
ERR181809,Non-Mix,Non-mix
ERR181810,Mix,Mix
ERR181811,Mix,Mix
ERR181812,Non-Mix,Non-mix
ERR181813,Mix,Mix
ERR181814,Non-Mix,Non-mix
ERR181815,Non-Mix,Non-mix
ERR181816,Non-Mix,Non-mix
ERR181817,Non-Mix,Non-mix
ERR181819,Non-Mix,Non-mix
ERR181820,Non-mix,Non-mix
ERR181821,Non-Mix,Non-mix
ERR181822,Non-Mix,Non-mix
ERR181823,Non-Mix,Non-mix
ERR181825,Non-Mix,Non-mix
ERR181826,Non-Mix,Non-mix
ERR181827,Mix,Mix
ERR181828,Mix,Mix
ERR181829,Non-Mix,Non-mix
ERR181830,Non-Mix,Non-mix
ERR181831,Non-Mix,Non-mix
ERR181832,Non-Mix,Non-mix
ERR181833,Non-Mix,Non-mix
ERR181834,Non-Mix,Non-mix
ERR181835,Non-Mix,Non-mix
ERR181836,Non-Mix,Non-mix
ERR181837,Non-Mix,Non-mix
ERR181838,Mix,Mix
ERR181839,Non-Mix,Non-mix
ERR181840,Non-Mix,Non-mix
ERR181841,Non-Mix,Non-mix
ERR181842,Non-Mix,Non-mix
ERR181843,Non-Mix,Non-mix
ERR181844,Non-Mix,Non-mix
ERR181845,Mix,Mix
ERR181846,Non-Mix,Non-mix
ERR181847,Non-Mix,Non-mix
ERR181848,Non-Mix,Non-mix
ERR181849,Mix,Mix
ERR181850,Non-Mix,Non-mix
ERR181851,Non-Mix,Non-mix
ERR181853,Non-Mix,Non-mix
ERR181855,Non-Mix,Non-mix
ERR181856,Non-Mix,Non-mix
ERR181858,Non-Mix,Non-mix
ERR181859,Non-Mix,Non-mix
ERR181860,Non-Mix,Non-mix
ERR181861,Non-Mix,Non-mix
ERR181862,Non-Mix,Non-mix
ERR181863,Non-Mix,Non-mix
ERR181865,Non-Mix,Non-mix
ERR181866,Mix,Mix
ERR181867,Non-mix,Non-mix
ERR181869,Non-Mix,Non-mix
ERR181870,Mix,Mix
ERR181871,Non-Mix,Non-mix
ERR181872,Non-Mix,Non-mix
ERR181873,Non-Mix,Non-mix
ERR181874,Non-Mix,Non-mix
ERR181876,Mix,Mix
ERR181877,Non-mix,Non-mix
ERR181878,Mix,Mix
ERR181879,Non-Mix,Non-mix
ERR181880,Mix,Mix
ERR181881,Mix,Mix
ERR181882,Non-Mix,Non-mix
ERR181883,Non-Mix,Non-mix
ERR181884,Non-Mix,Non-mix
ERR181885,Non-Mix,Non-mix
ERR181886,Non-Mix,Non-mix
ERR181888,Non-Mix,Non-mix
ERR181889,Non-Mix,Non-mix
ERR181890,Non-Mix,Non-mix
ERR181891,Non-Mix,Non-mix
ERR181892,Non-Mix,Non-mix
ERR212181,Non-Mix,Non-mix
ERR216899,Mix,Mix
ERR216900,Non-Mix,Non-mix
ERR216902,Non-Mix,Non-mix
ERR216903,Non-Mix,Non-mix
ERR216904,Non-Mix,Non-mix
ERR216905,Non-Mix,Non-mix
ERR216906,Non-Mix,Non-mix
ERR216907,Non-Mix,Non-mix
ERR216908,Non-Mix,Non-mix
ERR216909,Non-Mix,Non-mix
ERR216910,Non-Mix,Non-mix
ERR216911,Non-Mix,Non-mix
ERR216912,Non-Mix,Non-mix
ERR216913,Mix,Mix
ERR216914,Mix,Mix
ERR216915,Non-Mix,Non-mix
ERR216916,Non-Mix,Non-mix
ERR216917,Mix,Mix
ERR216918,Non-Mix,Non-mix
ERR216919,Non-Mix,Non-mix
ERR216920,Non-Mix,Non-mix
ERR216921,Non-Mix,Non-mix
ERR216922,Non-Mix,Non-mix
ERR216923,Non-Mix,Non-mix
ERR216924,Non-Mix,Non-mix
ERR216925,Non-Mix,Non-mix
ERR216926,Non-Mix,Non-mix
ERR216927,Non-Mix,Non-mix
ERR216928,Non-Mix,Non-mix
ERR216929,Non-Mix,Non-mix
ERR216930,Non-Mix,Non-mix
ERR216931,Non-Mix,Non-mix
ERR216932,Mix,Mix
ERR216933,Mix,Mix
ERR216934,Non-Mix,Non-mix
ERR216935,Non-Mix,Non-mix
ERR216936,Non-Mix,Non-mix
ERR216937,Non-Mix,Non-mix
ERR216940,Non-Mix,Non-mix
ERR216941,Non-Mix,Non-mix
ERR216942,Mix,Mix
ERR216943,Non-Mix,Non-mix
ERR216944,Non-Mix,Non-mix
ERR216945,Non-Mix,Non-mix
ERR216946,Non-Mix,Non-mix
ERR216947,Non-Mix,Non-mix
ERR216952,Mix,Mix
ERR216954,Non-Mix,Non-mix
ERR216955,Non-Mix,Non-mix
ERR216956,Mix,Mix
ERR216957,Non-Mix,Non-mix
ERR216958,Non-Mix,Non-mix
ERR216961,Mix,Mix
ERR216963,Non-Mix,Non-mix
ERR216964,Non-Mix,Non-mix
ERR216966,Mix,Mix
ERR216967,Mix,Mix
ERR216968,Non-Mix,Non-mix
ERR216969,Non-Mix,Non-mix
ERR216970,Non-Mix,Non-mix
ERR216971,Mix,Mix
ERR216972,Non-Mix,Non-mix
ERR216973,Non-Mix,Non-mix
ERR216974,Mix,Mix
ERR216976,Non-Mix,Non-mix
ERR216977,Mix,Mix
ERR216979,Non-Mix,Non-mix
ERR216980,Non-Mix,Non-mix
ERR216981,Non-Mix,Non-mix
ERR216982,Non-Mix,Non-mix
ERR216983,Mix,Mix
ERR216984,Mix,Mix
ERR216987,Non-Mix,Non-mix
ERR216988,Non-Mix,Non-mix
ERR216989,Mix,Mix
ERR216990,Non-Mix,Non-mix
ERR216991,Non-Mix,Non-mix
ERR216992,Non-Mix,Non-mix
ERR221524,Mix,Mix
ERR221525,Non-Mix,Non-mix
ERR221526,Non-Mix,Non-mix
ERR221527,Non-Mix,Non-mix
ERR221528,Non-Mix,Non-mix
ERR221529,Non-Mix,Non-mix
ERR221530,Non-Mix,Non-mix
ERR221531,Non-Mix,Non-mix
ERR221532,Non-Mix,Non-mix
ERR221533,Non-Mix,Non-mix
ERR221534,Mix,Non-mix
ERR221536,Mix,Mix
ERR221537,Non-Mix,Non-mix
ERR221538,Mix,Mix
ERR221539,Mix,Mix
ERR221540,Non-Mix,Non-mix
ERR221542,Non-Mix,Non-mix
ERR221543,Non-mix,Non-mix
ERR221544,Non-mix,Non-mix
ERR221545,Non-Mix,Non-mix
ERR221546,Non-Mix,Non-mix
ERR221547,Non-Mix,Non-mix
ERR221548,Non-Mix,Non-mix
ERR221549,Non-mix,Non-mix
ERR221551,Non-mix,Non-mix
ERR221552,Non-mix,Non-mix
ERR221553,Non-Mix,Non-mix
ERR221555,Non-Mix,Non-mix
ERR221557,Non-Mix,Non-mix
ERR221559,Non-Mix,Non-mix
ERR221560,Non-Mix,Non-mix
ERR221561,Mix,Mix
ERR221562,Non-Mix,Non-mix
ERR221563,Non-Mix,Non-mix
ERR221564,Non-Mix,Non-mix
ERR221565,Non-Mix,Non-mix
ERR221566,Non-Mix,Non-mix
ERR221567,Mix,Mix
ERR221568,Non-mix,Non-mix
ERR221569,Non-Mix,Non-mix
ERR221570,Non-Mix,Non-mix
ERR221571,Non-Mix,Non-mix
ERR221572,Non-Mix,Non-mix
ERR221573,Non-Mix,Non-mix
ERR221574,Non-mix,Non-mix
ERR221576,Non-Mix,Non-mix
ERR221578,Non-Mix,Non-mix
ERR221579,Non-Mix,Non-mix
ERR221581,Non-Mix,Non-mix
ERR221582,Non-mix,Non-mix
ERR221583,Non-mix,Non-mix
ERR221584,Non-Mix,Non-mix
ERR221585,Non-Mix,Non-mix
ERR221586,Non-mix,Non-mix
ERR221587,Non-Mix,Non-mix
ERR221588,Non-Mix,Non-mix
ERR221589,Non-Mix,Non-mix
ERR221591,Non-Mix,Non-mix
ERR221592,Mix,Non-mix
ERR221593,Non-Mix,Non-mix
ERR221594,Non-Mix,Non-mix
ERR221595,Non-Mix,Non-mix
ERR221596,Non-Mix,Non-mix
ERR221597,Non-Mix,Non-mix
ERR221598,Non-Mix,Non-mix
ERR221599,Non-Mix,Non-mix
ERR221606,Non-Mix,Non-mix
ERR221607,Non-Mix,Non-mix
ERR221609,Non-Mix,Non-mix
ERR221610,Non-Mix,Non-mix
ERR221611,Mix,Mix
ERR221612,Non-Mix,Non-mix
ERR221613,Non-Mix,Non-mix
ERR221614,Non-Mix,Non-mix
ERR221615,Non-Mix,Non-mix
ERR245646,Non-Mix,Non-mix
ERR245647,Non-Mix,Non-mix
ERR245648,Non-Mix,Non-mix
ERR245649,Non-Mix,Non-mix
ERR245650,Non-Mix,Non-mix
ERR245651,Non-Mix,Non-mix
ERR245652,Non-mix,Non-mix
ERR245653,Non-Mix,Non-mix
ERR245655,Non-Mix,Non-mix
ERR245656,Non-Mix,Non-mix
ERR245657,Non-Mix,Non-mix
ERR245658,Non-Mix,Non-mix
ERR245659,Non-Mix,Non-mix
ERR245660,Non-Mix,Non-mix
ERR245661,Non-Mix,Non-mix
ERR245662,Non-Mix,Non-mix
ERR245663,Non-Mix,Non-mix
ERR245664,Non-Mix,Non-mix
ERR245665,Non-Mix,Non-mix
ERR245666,Non-Mix,Non-mix
ERR245667,Non-mix,Non-mix
ERR245668,Non-Mix,Non-mix
ERR245669,Non-Mix,Non-mix
ERR245670,Non-Mix,Non-mix
ERR245671,Non-mix,Non-mix
ERR245672,Non-Mix,Non-mix
ERR245673,Non-Mix,Non-mix
ERR245674,Non-Mix,Non-mix
ERR245676,Non-mix,Non-mix
ERR245677,Non-Mix,Non-mix
ERR245678,Non-mix,Non-mix
ERR245679,Non-Mix,Non-mix
ERR245680,Non-Mix,Non-mix
ERR245681,Non-Mix,Non-mix
ERR245682,Non-Mix,Non-mix
ERR245683,Non-Mix,Non-mix
ERR245684,Non-Mix,Non-mix
ERR245685,Non-Mix,Non-mix
ERR245686,Non-Mix,Non-mix
ERR245687,Non-Mix,Non-mix
ERR245688,Non-Mix,Non-mix
ERR245689,Non-Mix,Non-mix
ERR245690,Non-Mix,Non-mix
ERR245691,Non-Mix,Non-mix
ERR245692,Non-Mix,Non-mix
ERR245693,Non-Mix,Non-mix
ERR245694,Non-Mix,Non-mix
ERR245695,Non-Mix,Non-mix
ERR245696,Non-Mix,Non-mix
ERR245698,Non-mix,Non-mix
ERR245699,Non-Mix,Non-mix
ERR245700,Non-Mix,Non-mix
ERR245701,Non-Mix,Non-mix
ERR245702,Non-mix,Non-mix
ERR245703,Non-Mix,Non-mix
ERR245704,Non-Mix,Non-mix
ERR245705,Non-Mix,Non-mix
ERR245706,Non-Mix,Non-mix
ERR245707,Non-Mix,Non-mix
ERR245708,Non-Mix,Non-mix
ERR245709,Non-Mix,Non-mix
ERR245710,Non-Mix,Non-mix
ERR245711,Non-Mix,Non-mix
ERR245712,Non-Mix,Non-mix
ERR245713,Non-Mix,Non-mix
ERR245714,Non-Mix,Non-mix
ERR245715,Non-Mix,Non-mix
ERR245716,Mix,Non-mix
ERR245717,Non-Mix,Non-mix
ERR245718,Non-Mix,Non-mix
ERR245719,Non-Mix,Non-mix
ERR245720,Non-Mix,Non-mix
ERR245721,Non-Mix,Non-mix
ERR245722,Non-Mix,Non-mix
ERR245723,Non-Mix,Non-mix
ERR245724,Non-Mix,Non-mix
ERR245726,Non-Mix,Non-mix
ERR245727,Non-Mix,Non-mix
ERR245728,Non-Mix,Non-mix
ERR245730,Non-Mix,Non-mix
ERR245731,Non-Mix,Non-mix
ERR245732,Non-Mix,Non-mix
ERR245733,Non-Mix,Non-mix
ERR245734,Non-Mix,Non-mix
ERR245735,Non-mix,Non-mix
ERR245736,Non-Mix,Non-mix
ERR245737,Non-Mix,Non-mix
ERR245738,Non-Mix,Non-mix
ERR245739,Non-Mix,Non-mix
ERR245741,Non-Mix,Non-mix
ERR245742,Non-Mix,Non-mix
ERR245743,Non-Mix,Non-mix
ERR245744,Non-Mix,Non-mix
ERR245745,Non-Mix,Non-mix
ERR245746,Non-Mix,Non-mix
ERR245747,Non-Mix,Non-mix
ERR245748,Non-Mix,Non-mix
ERR245749,Non-Mix,Non-mix
ERR245750,Non-Mix,Non-mix
ERR245751,Non-Mix,Non-mix
ERR245752,Non-Mix,Non-mix
ERR245753,Non-Mix,Non-mix
ERR245754,Mix,Mix
ERR245755,Non-Mix,Non-mix
ERR245756,Non-Mix,Non-mix
ERR245757,Non-Mix,Non-mix
ERR245758,Mix,Mix
ERR245759,Non-Mix,Non-mix
ERR245760,Non-Mix,Non-mix
ERR245761,Non-Mix,Non-mix
ERR245762,Non-Mix,Non-mix
ERR245763,Non-Mix,Non-mix
ERR245765,Non-Mix,Non-mix
ERR245766,Non-Mix,Non-mix
ERR245767,Non-Mix,Non-mix
ERR245768,Non-Mix,Non-mix
ERR245769,Non-Mix,Non-mix
ERR245770,Non-Mix,Non-mix
ERR245771,Non-Mix,Non-mix
ERR245772,Non-Mix,Non-mix
ERR245773,Non-Mix,Non-mix
ERR245774,Non-mix,Non-mix
ERR245775,Non-Mix,Non-mix
ERR245776,Non-Mix,Non-mix
ERR245777,Non-Mix,Non-mix
ERR245778,Non-Mix,Non-mix
ERR245779,Non-Mix,Non-mix
