1,1.1,1.1.1,1.1.1.1,1.1.2,1.1.3,1.1.3.1,1.1.3.2,1.1.3.3,1.2.1,1.2.2,1.2.2.1,2,2.1,2.2,2.2.1,2.2.1.1,2.2.2,3,3.1.1,3.1.2,3.1.2.1,3.1.2.2,4,4.1,4.1.1,4.1.1.1,4.1.1.2,4.1.1.3,4.1.1.3.1,4.1.2,4.1.2.1,4.1.2.1.1,4.1.3,4.1.4,4.2,4.2.1,4.2.1.1,4.2.2,4.2.2.1,4.2.2.2,4.3,4.3.1,4.3.1.1,4.3.2,4.3.2.1,4.3.3,4.3.4,4.3.4.1,4.3.4.2,4.3.4.2.1,4.4,4.4.1,4.4.1.1,4.4.1.1.1,4.4.1.2,4.5,4.6,4.6.1,4.6.1.1,4.6.1.2,4.6.2,4.6.2.1,4.6.2.2,4.6.3,4.6.4,4.6.5,4.7,4.8,4.8.1,4.8.2,4.8.3,4.9.1,5,6,7,8,9,bov,cap,oryg
G615938A,G615938A,G615938A,G615938A,G615938A,G615938A,G615938A,G615938A,G615938A,G615938A,G615938A,G615938A,T2543395C,T2543395C,T2543395C,T2543395C,T2543395C,T2543395C,T1144409G,T1144409G,T1144409G,T1144409G,T1144409G,,C3355161T,C3355161T,C3355161T,C3355161T,C3355161T,C3355161T,C3355161T,C3355161T,C3355161T,C3355161T,C3355161T,C1728022G,C1728022G,C1728022G,C1728022G,C1728022G,C1728022G,,G1640446C,G1640446C,T646243C,T646243C,G1144664A,C3612009T,C3612009T,C3612009T,C3612009T,,G1051949A,G1051949A,G1051949A,G1051949A,T3924275C,,T1328222C,T1328222C,T1328222C,,C347274T,G69342A,G743409A,G3048841A,,,,G2210615A,G2073605C,C2916988T,G2420304A,C458116T,G754754A,A168945G,G199034T,G1116612A,T2201296C,T681164G,C286485T
G621390A,G621390A,G621390A,G621390A,G621390A,G621390A,G621390A,G621390A,G621390A,G621390A,G621390A,G621390A,G2741209A,G2741209A,G2741209A,G2741209A,G2741209A,G2741209A,T1152805A,T1152805A,T1152805A,T1152805A,T1152805A,,G3440895A,G3440895A,G3440895A,G3440895A,G3440895A,G3440895A,G3440895A,G3440895A,G3440895A,G3440895A,G3440895A,A1732204G,A1732204G,A1732204G,A1732204G,A1732204G,A1732204G,,G1715828C,G1715828C,C705595T,C705595T,G1390528T,,A197047G,C40162T,C40162T,,G1130261A,G1130261A,G1130261A,G1130261A,C3924991T,,C1465155T,C1465155T,C1465155T,,C489928T,G93044A,G778673A,G3183165C,,,,G2323735A,G2417281A,C2951348G,T2652332G,G482106A,C760969T,C173460T,C209411A,C1239709A,G2252239A,T684411C,C302245T
C627350G,C627350G,C627350G,C627350G,C627350G,C627350G,C627350G,C627350G,C627350G,C627350G,C627350G,C627350G,G2833329A,G2833329A,G2833329A,G2833329A,G2833329A,G2833329A,C1153388T,C1153388T,C1153388T,C1153388T,C1153388T,,G3556607T,G3556607T,G3556607T,G3556607T,G3556607T,G3556607T,G3556607T,G3556607T,G3556607T,G3556607T,G3556607T,A1817856C,A1817856C,A1817856C,A1817856C,A1817856C,A1817856C,,C1728154G,C1728154G,T814641C,T814641C,G1755519T,,T393780G,G282188A,G282188A,,C1789785G,C1789785G,C1789785G,C1789785G,G4016840A,,G1597405A,G1597405A,G1597405A,,C528669G,G100895T,A796578G,A3706459C,,,,C2551666T,G2902956C,T3360553C,C2816479T,A487463G,A761723C,A173914G,G221190T,C1268776T,A2265626G,G722515C,C307190T
C649345T,C649345T,C649345T,C649345T,C649345T,C649345T,C649345T,C649345T,C649345T,C649345T,C649345T,C649345T,G2948230A,G2948230A,G2948230A,G2948230A,G2948230A,G2948230A,C1177184A,C1177184A,C1177184A,C1177184A,C1177184A,,G3783058A,G3783058A,G3783058A,G3783058A,G3783058A,G3783058A,G3783058A,G3783058A,G3783058A,G3783058A,G3783058A,G1867838A,G1867838A,G1867838A,G1867838A,G1867838A,G1867838A,,C2005558T,C2005558T,C853469A,C853469A,C1797027T,,C831206T,G632330T,G632330T,,G2033890T,G2033890T,G2033890T,G2033890T,C4117692G,,A1736577G,A1736577G,A1736577G,,G835647A,G118469A,C844930T,C3920336T,,,,C2573044T,C2912746T,C3438695G,G2902742T,C495322T,G816862T,A184321G,C221591T,C1346702T,C2301394T,C788070A,C307555T
C678440T,C678440T,C678440T,C678440T,C678440T,C678440T,C678440T,C678440T,C678440T,C678440T,C678440T,C678440T,C3010993T,C3010993T,C3010993T,C3010993T,C3010993T,C3010993T,A1247391C,A1247391C,A1247391C,A1247391C,A1247391C,,G3854174A,G3854174A,G3854174A,G3854174A,G3854174A,G3854174A,G3854174A,G3854174A,G3854174A,G3854174A,G3854174A,G1872211A,G1872211A,G1872211A,G1872211A,G1872211A,G1872211A,,G2108291A,G2108291A,C980100T,C980100T,G1815604A,,T1106649C,G784440T,G784440T,,T2080611C,T2080611C,T2080611C,T2080611C,G4313577A,,C1751042T,C1751042T,C1751042T,,C896119T,C135569G,C895130T,C4048148A,,,,T2754723C,G3404883A,T3670621C,C2948535G,C519872T,C959369T,G184638A,G227466A,T1383672G,T2475888G,C793082G,T314616C
G685955A,G685955A,G685955A,G685955A,G685955A,G685955A,G685955A,G685955A,G685955A,G685955A,G685955A,G685955A,G3033189A,G3033189A,G3033189A,G3033189A,G3033189A,G3033189A,T1308317C,T1308317C,T1308317C,T1308317C,T1308317C,,C3866350T,C3866350T,C3866350T,C3866350T,C3866350T,C3866350T,C3866350T,C3866350T,C3866350T,C3866350T,C3866350T,C2057591T,C2057591T,C2057591T,C2057591T,C2057591T,C2057591T,,G2403621C,G2403621C,G980360T,G980360T,G2077253A,,C1251955T,T990533C,T990533C,,A2102990G,A2102990G,A2102990G,A2102990G,,,G2033748C,G2033748C,G2033748C,,C944626T,C142317T,C912545G,C4051663T,,,,G2755531A,A3585759G,C3878863A,T2984928G,G525205A,G982363T,C204504G,C238202T,G1414044C,A2484801G,G834408A,G317963A
G720863T,G720863T,G720863T,G720863T,G720863T,G720863T,G720863T,G720863T,G720863T,G720863T,G720863T,G720863T,G3304966A,G3304966A,G3304966A,G3304966A,G3304966A,G3304966A,G1371470A,G1371470A,G1371470A,G1371470A,G1371470A,,G3873242A,G3873242A,G3873242A,G3873242A,G3873242A,G3873242A,G3873242A,G3873242A,G3873242A,G3873242A,G3873242A,C2063685T,C2063685T,C2063685T,C2063685T,C2063685T,C2063685T,,A2646749G,A2646749G,G1047683T,G1047683T,C2128908T,,G1274335A,C1055049T,C1055049T,,C2176813T,C2176813T,C2176813T,C2176813T,,,G2184781T,G2184781T,G2184781T,,C1030368G,G252105A,A1043959C,G4127389A,,,,G2914906C,T3625836C,,G3161463A,G539019A,T988043C,C205771T,C238576A,C1436571T,T2486454C,C844350A,G320226A
G722852A,G722852A,G722852A,G722852A,G722852A,G722852A,G722852A,G722852A,G722852A,G722852A,G722852A,G722852A,C3597249G,C3597249G,C3597249G,C3597249G,C3597249G,C3597249G,A1377568G,A1377568G,A1377568G,A1377568G,A1377568G,,A3887921G,A3887921G,A3887921G,A3887921G,A3887921G,A3887921G,A3887921G,A3887921G,A3887921G,A3887921G,A3887921G,A2063911G,A2063911G,A2063911G,A2063911G,A2063911G,A2063911G,,G3037136A,G3037136A,G1090172A,G1090172A,G2144617A,,C1364434T,C1132368T,C1132368T,,C2344853A,C2344853A,C2344853A,C2344853A,,,C2273627T,C2273627T,C2273627T,,G1117848T,C316886T,A1059154G,G4236903A,,,,T3343014G,G3630371A,,C3169149T,T555621G,C1013635T,G207592A,C239882A,G1485541C,G2528773A,G875682A,G323785A
G730087A,G730087A,G730087A,G730087A,G730087A,G730087A,G730087A,G730087A,G730087A,G730087A,G730087A,G730087A,T3674157A,T3674157A,T3674157A,T3674157A,T3674157A,T3674157A,G1478357T,G1478357T,G1478357T,G1478357T,G1478357T,,T3925733G,T3925733G,T3925733G,T3925733G,T3925733G,T3925733G,T3925733G,T3925733G,T3925733G,T3925733G,T3925733G,A2173033G,A2173033G,A2173033G,A2173033G,A2173033G,A2173033G,,A3233295G,A3233295G,G1290326A,G1290326A,G2315669A,,T1953648C,G1373170C,G1373170C,,G2416167T,G2416167T,G2416167T,G2416167T,,,C2374245T,C2374245T,C2374245T,,C1171856T,C379724T,C1109278T,G4397619C,,,,G3348870A,G3687560A,,C3302308T,C563965T,C1027496T,C211548A,C240360T,A1534820G,G2612300T,C917586T,T331340G
C752046T,C752046T,C752046T,C752046T,C752046T,C752046T,C752046T,C752046T,C752046T,C752046T,C752046T,C752046T,T3775409C,T3775409C,T3775409C,T3775409C,T3775409C,T3775409C,G1495836A,G1495836A,G1495836A,G1495836A,G1495836A,,G4063682T,G4063682T,G4063682T,G4063682T,G4063682T,G4063682T,G4063682T,G4063682T,G4063682T,G4063682T,G4063682T,G2181026C,G2181026C,G2181026C,G2181026C,G2181026C,G2181026C,,T3684845G,T3684845G,T1440150C,T1440150C,G2347442C,,C2133668A,G1724120A,G1724120A,,C2770654T,C2770654T,C2770654T,C2770654T,,,G2440953T,G2440953T,G2440953T,,G1275303C,C487475A,A1153539G,,,,,T3389922G,G3720172A,,C4165205T,G573190A,A1049460T,G212165A,C251795T,A1543495G,G2658676A,C918685T,T381278C
C797597T,C797597T,C797597T,C797597T,C797597T,C797597T,C797597T,C797597T,C797597T,C797597T,C797597T,C797597T,G3778011A,G3778011A,G3778011A,G3778011A,G3778011A,G3778011A,C1650406A,C1650406A,C1650406A,C1650406A,C1650406A,,G4146314T,G4146314T,G4146314T,G4146314T,G4146314T,G4146314T,G4146314T,G4146314T,G4146314T,G4146314T,G4146314T,C2251179T,C2251179T,C2251179T,C2251179T,C2251179T,C2251179T,,T3981171G,T3981171G,G1625019A,G1625019A,G2518919A,,C3118976G,C1769099A,C1769099A,,G2905505A,G2905505A,G2905505A,G2905505A,,,T2465997G,T2465997G,T2465997G,,G1275411A,C540349T,C1167695T,,,,,G3468524C,G3888838T,,C4330110A,G588160T,C1069146T,T217794C,C254160A,A1555872G,C2682593T,A967706G,G387911A
C812502T,C812502T,C812502T,C812502T,C812502T,C812502T,C812502T,C812502T,C812502T,C812502T,C812502T,C812502T,C3830349T,C3830349T,C3830349T,C3830349T,C3830349T,C3830349T,A1676880G,A1676880G,A1676880G,A1676880G,A1676880G,,C4357123A,C4357123A,C4357123A,C4357123A,C4357123A,C4357123A,C4357123A,C4357123A,C4357123A,C4357123A,C4357123A,G2280734A,G2280734A,G2280734A,G2280734A,G2280734A,G2280734A,,C4047843T,C4047843T,C1799806T,C1799806T,G2814961A,,G3244674A,G1771320A,G1771320A,,G3147376A,G3147376A,G3147376A,G3147376A,,,G2816034A,G2816034A,G2816034A,,A1438578G,C550559T,C1198313G,,,,,G3652797A,A3900023G,,,C609003G,G1107897A,A227697G,C260307T,C1732719G,A2723847G,C1000167T,G389880C
A850985G,A850985G,A850985G,A850985G,A850985G,A850985G,A850985G,A850985G,A850985G,A850985G,A850985G,A850985G,C3979990G,C3979990G,C3979990G,C3979990G,C3979990G,C3979990G,C1748439T,C1748439T,C1748439T,C1748439T,C1748439T,,C4384417T,C4384417T,C4384417T,C4384417T,C4384417T,C4384417T,C4384417T,C4384417T,C4384417T,C4384417T,C4384417T,G2300664A,G2300664A,G2300664A,G2300664A,G2300664A,G2300664A,,C4304045T,C4304045T,T1813255A,T1813255A,T3061615C,,,C2327492T,C2327492T,,G3401501A,G3401501A,G3401501A,G3401501A,,,C2982955T,C2982955T,C2982955T,,C1569845T,G628902A,G1358359T,,,,,C3861190A,G4282940A,,,G610787A,C1153920T,T232985C,C271188A,A1766556T,G2774180C,A1017292G,A397203G
C865761T,C865761T,C865761T,C865761T,C865761T,C865761T,C865761T,C865761T,C865761T,C865761T,C865761T,C865761T,G3993058A,G3993058A,G3993058A,G3993058A,G3993058A,G3993058A,C1764225T,C1764225T,C1764225T,C1764225T,C1764225T,,C4386709T,C4386709T,C4386709T,C4386709T,C4386709T,C4386709T,C4386709T,C4386709T,C4386709T,C4386709T,C4386709T,G2316510A,G2316510A,G2316510A,G2316510A,G2316510A,G2316510A,,,C223627A,G1838153A,G1838153A,A3261380G,,,C2385695T,C2385695T,,G3448608A,G3448608A,G3448608A,G3448608A,,,A3143100G,A3143100G,A3143100G,,T1588887C,G681775A,C1418234T,,,,,G4078348A,C4291773G,,,G613957T,A1177815G,C237762T,G293874C,C1826775A,G2912516A,C1043493T,A414539G
A895082G,A895082G,A895082G,A895082G,A895082G,A895082G,A895082G,A895082G,A895082G,A895082G,A895082G,A895082G,A4167656G,A4167656G,A4167656G,A4167656G,A4167656G,A4167656G,C1802047G,C1802047G,C1802047G,C1802047G,C1802047G,,,G95591T,G95591T,G95591T,G95591T,G95591T,G83842A,G83842A,G83842A,A3186G,G58786C,T2361492G,T2361492G,T2361492G,T2361492G,T2361492G,T2361492G,,,C324662T,A1885073G,A1885073G,C3423184T,,,G2443188A,G2443188A,,G3463451C,G3463451C,G3463451C,G3463451C,,,G3304753T,G3304753T,G3304753T,,G1625769A,G854101T,G1421309A,,,,,G4105338A,C4295031T,,,G622361A,G1220180A,C246359T,C311316A,G1837879T,G3229201A,G1055663A,G414606A
C895120T,C895120T,C895120T,C895120T,C895120T,C895120T,C895120T,C895120T,C895120T,C895120T,C895120T,C895120T,G4182387C,G4182387C,G4182387C,G4182387C,G4182387C,G4182387C,C1827468A,C1827468A,C1827468A,C1827468A,C1827468A,,,C265968G,C265968G,C265968G,C265968G,C265968G,C435190T,C435190T,C435190T,G22568A,C87847G,C2394922T,C2394922T,C2394922T,C2394922T,C2394922T,C2394922T,,,C709525G,G2184371A,G2184371A,C3643392T,,,A3006767C,A3006767C,,A3575106G,A3575106G,A3575106G,A3575106G,,,G3792796A,G3792796A,G3792796A,,G1900732A,G886351A,C1481731T,,,,,C4170662G,C4295427G,,,C635775T,G1226021T,T247732G,C312539G,A1844722C,C3371365T,G1069305C,A415677G
C910015A,C910015A,C910015A,C910015A,C910015A,C910015A,C910015A,C910015A,C910015A,C910015A,C910015A,C910015A,A4205325G,A4205325G,A4205325G,A4205325G,A4205325G,A4205325G,C1833025T,C1833025T,C1833025T,C1833025T,C1833025T,,,C514245T,C514245T,C514245T,C514245T,C514245T,A443277C,A443277C,A443277C,C32581T,C90370T,G2396770C,G2396770C,G2396770C,G2396770C,G2396770C,G2396770C,,,C981671T,C2192350T,C2192350T,C3973954T,,,G3089679A,G3089679A,,G3664135A,G3664135A,G3664135A,G3664135A,,,C4139670T,C4139670T,C4139670T,,C2105065T,C1015811A,G1482803C,,,,,,,,,C648756T,T1275025A,C254676A,T316058C,C1897045A,G3371401A,T1173430G,T415993G
C952597T,C952597T,C952597T,C952597T,C952597T,C952597T,C952597T,C952597T,C952597T,C952597T,C952597T,C952597T,G4254431A,G4254431A,G4254431A,G4254431A,G4254431A,G4254431A,G1908598A,G1908598A,G1908598A,G1908598A,G1908598A,,,A599165C,A599165C,A599165C,A599165C,A599165C,G446165C,G446165C,G446165C,A93947C,C129852T,G2446461A,G2446461A,G2446461A,G2446461A,G2446461A,G2446461A,,,C1082167T,C2249403T,C2249403T,T4363069C,,,G3158935C,G3158935C,,G3995342A,G3995342A,G3995342A,G3995342A,,,G4257849A,G4257849A,G4257849A,,T2152451G,A1200899G,G1503186C,,,,,,,,,T660153G,C1275084T,C255200T,C322687A,A1916707C,G3447463A,C1182226T,C449936G
C987601T,C987601T,C987601T,C987601T,C987601T,C987601T,C987601T,C987601T,C987601T,C987601T,C987601T,C987601T,C4290135T,C4290135T,C4290135T,C4290135T,C4290135T,C4290135T,G1925136A,G1925136A,G1925136A,G1925136A,G1925136A,,,C869440T,C869440T,C869440T,C869440T,C869440T,A832708C,A832708C,A832708C,G184254C,C305346T,G2507412A,G2507412A,G2507412A,G2507412A,G2507412A,G2507412A,,,G1083082T,G2438090A,G2438090A,G4385530C,,,A3267743G,A3267743G,,C4020812T,C4020812T,C4020812T,C4020812T,,,G4260268C,G4260268C,G4260268C,,G2225515A,C1207340T,C1557212T,,,,,,,,,A666713C,C1283851T,T255950G,C328899T,G1976755T,G3467315C,C1203046T,G472597A
G996219A,G996219A,G996219A,G996219A,G996219A,G996219A,G996219A,G996219A,G996219A,G996219A,G996219A,G996219A,G4301075C,G4301075C,G4301075C,G4301075C,G4301075C,G4301075C,T1926029C,T1926029C,T1926029C,T1926029C,T1926029C,,,C877224A,C877224A,C877224A,C877224A,C877224A,A891756G,A891756G,A891756G,G199726A,G485434A,C2525776T,C2525776T,C2525776T,C2525776T,C2525776T,C2525776T,,,G1180200T,A2537602C,A2537602C,,,,G3514512C,G3514512C,,T4072313G,T4072313G,T4072313G,T4072313G,,,A4287195G,A4287195G,A4287195G,,G2681905A,C1280508T,C1564845G,,,,,,,,,G667950A,G1314261A,C271357A,C331976T,C2002724T,C3534980G,G1205308C,T480416C
T1002342C,T1002342C,T1002342C,T1002342C,T1002342C,T1002342C,T1002342C,T1002342C,T1002342C,T1002342C,T1002342C,T1002342C,G4308395A,G4308395A,G4308395A,G4308395A,G4308395A,G4308395A,G1977646A,G1977646A,G1977646A,G1977646A,G1977646A,,,C1256806T,C1256806T,C1256806T,C1256806T,C1256806T,A1111925G,A1111925G,A1111925G,G234695T,C551419G,C2559151T,C2559151T,C2559151T,C2559151T,C2559151T,C2559151T,,,G1232540T,G2649855A,G2649855A,,,,G3561155A,G3561155A,,G4149144T,G4149144T,G4149144T,G4149144T,,,,C87257A,C117403T,,A2781384G,C1352350T,C1675080G,,,,,,,,,C678934A,C1368133A,C280519T,C343314T,C2055726T,C3584190T,C1231396T,C487388A
C1009490T,C1009490T,C1009490T,C1009490T,C1009490T,C1009490T,C1009490T,C1009490T,C1009490T,C1009490T,C1009490T,C1009490T,,G32804A,C16119A,C16119A,C16119A,C16119A,C2003252T,C2003252T,C2003252T,C2003252T,C2003252T,,,T1896387C,T1896387C,T1896387C,T1896387C,T1896387C,C1153676G,C1153676G,C1153676G,C332006T,A613149C,G2748087A,G2748087A,G2748087A,G2748087A,G2748087A,G2748087A,,,C1242267T,C2695094G,C2695094G,,,,G4043365T,G4043365T,,C4353557T,C4353557T,C4353557T,C4353557T,,,,G207160A,C130449A,,A2897684G,G1373502A,C1730926T,,,,,,,,,C686146T,C1372002T,T283436G,T344352G,G2189377A,C3706876G,C1253599T,G494702A
G1022613A,G1022613A,G1022613A,G1022613A,G1022613A,G1022613A,G1022613A,G1022613A,G1022613A,G1022613A,G1022613A,G1022613A,,C56738T,C123454T,C123454T,C123454T,C123454T,G2011568C,G2011568C,G2011568C,G2011568C,G2011568C,,,C1952601T,C1952601T,C1952601T,C1952601T,C1952601T,C2066633G,C2066633G,C2066633G,A392282G,C664347T,C2988815G,C2988815G,C2988815G,C2988815G,C2988815G,C2988815G,,,C1346422T,G2907629A,G2907629A,,,,C4373475G,C4373475G,,C4385709G,C4385709G,C4385709G,C4385709G,,,,G215613A,C138788T,,G2993386A,C1434648T,G1760345T,,,,,,,,,T701878G,C1384188A,T284051G,G344414C,C2237320A,C3877256T,G1255177A,G500710A
A1029997G,A1029997G,A1029997G,A1029997G,A1029997G,A1029997G,A1029997G,A1029997G,A1029997G,A1029997G,A1029997G,A1029997G,,G117726A,G139297T,G139297T,G139297T,G139297T,C2034676T,C2034676T,C2034676T,C2034676T,C2034676T,,,T2132152C,T2132152C,T2132152C,T2132152C,T2132152C,G2819009A,G2819009A,G2819009A,C419526A,C795563T,A3086742C,A3086742C,A3086742C,A3086742C,A3086742C,A3086742C,,,A1423209G,G2964024A,G2964024A,,,,A4403900G,A4403900G,,,C224901G,C224901G,G23051A,,,,C859649T,C232110T,,G3238748A,T1518164A,G1770593T,,,,,,,,,A708263G,C1388517T,G298713A,C345525A,C2347054A,G3904490A,G1335651A,G510015A
C1043136T,C1043136T,C1043136T,C1043136T,C1043136T,C1043136T,C1043136T,C1043136T,C1043136T,C1043136T,C1043136T,C1043136T,,G175994A,C213281T,C213281T,C213281T,C213281T,C2087652T,C2087652T,C2087652T,C2087652T,C2087652T,,,G2158582A,G2158582A,G2158582A,G2158582A,G2158582A,A3147742G,A3147742G,A3147742G,C449967T,C828516T,T3104336C,T3104336C,T3104336C,T3104336C,T3104336C,T3104336C,,,C1438989T,G3130682A,G3130682A,,,,,T225495C,,,G355181A,G355181A,C56604A,,,,T876378C,A524095G,,T3479424G,G1567533C,T1772498G,,,,,,,,,G731750C,C1391728T,C302889A,G358173C,A2432984G,G4021093T,C1336072T,T511040C
G1048102A,G1048102A,G1048102A,G1048102A,G1048102A,G1048102A,G1048102A,G1048102A,G1048102A,G1048102A,G1048102A,G1048102A,,A208782C,G222925A,G222925A,G222925A,G222925A,C2186236T,C2186236T,C2186236T,C2186236T,C2186236T,,,G2580954C,G2580954C,G2580954C,G2580954C,G2580954C,,C70924T,C70924T,C454165T,C920875T,A3218122C,A3218122C,A3218122C,A3218122C,A3218122C,A3218122C,,,T1620582C,G3195557A,G3195557A,,,,,A550573C,,,A383081G,A383081G,A233751G,,,,G996871A,C578032T,,G3560344A,C1581419A,G1789821A,,,,,,,,,G740038C,C1452717T,C307534G,G387604A,G2530997T,G4028925T,C1352604T,C533092G
A1066038G,A1066038G,A1066038G,A1066038G,A1066038G,A1066038G,A1066038G,A1066038G,A1066038G,A1066038G,A1066038G,A1066038G,,C216469T,G363464A,G363464A,G363464A,G363464A,G2275764A,G2275764A,G2275764A,G2275764A,G2275764A,,,G2752854A,G2752854A,G2752854A,G2752854A,G2752854A,,C456281T,C456281T,G503934T,G1112130A,G3391074C,G3391074C,G3391074C,G3391074C,G3391074C,G3391074C,,,C1724800T,G3195975A,G3195975A,,,,,C1239078A,,,G705062C,G705062C,A234966G,,,,C1439332T,G818798T,,A3889750G,A1639894C,C1824963T,,,,,,,,,C745835G,C1490140T,G332746A,C398579T,G2631607A,G4157578A,T1391056G,C538706G
A1072342G,A1072342G,A1072342G,A1072342G,A1072342G,A1072342G,A1072342G,A1072342G,A1072342G,A1072342G,A1072342G,A1072342G,,A309847G,G379528T,G379528T,G379528T,G379528T,T2284456G,T2284456G,T2284456G,T2284456G,T2284456G,,,G2946570A,G2946570A,G2946570A,G2946570A,G2946570A,,A575679G,A575679G,C694954T,A1183847G,G3422687A,G3422687A,G3422687A,G3422687A,G3422687A,G3422687A,,,G1951736A,C3340615G,C3340615G,,,,,G1740535A,,,T964099C,T964099C,C345697T,,,,G1597696A,C1098698G,,G3908458A,C1703142G,A1835884G,,,,,,,,,G773021A,G1515003A,G345719C,G439975A,G2648005C,G4164080A,A1393507G,A546602C
A1083755G,A1083755G,A1083755G,A1083755G,A1083755G,A1083755G,A1083755G,A1083755G,A1083755G,A1083755G,A1083755G,A1083755G,,C321558T,C465300T,C465300T,C465300T,C465300T,G2285558A,G2285558A,G2285558A,G2285558A,G2285558A,,,T3001395C,T3001395C,T3001395C,T3001395C,T3001395C,,C637730T,C637730T,C724339T,C1276533T,C3442970T,C3442970T,C3442970T,C3442970T,C3442970T,C3442970T,,,C2056882T,G3414791C,G3414791C,,,,,C2729453A,,,C1321210T,C1321210T,G389774A,,,,C1917289T,G1391868A,,G4093770A,G1746781A,C1848272A,,,,,,,,,C801959T,T1521892C,C347456A,C442072A,G2723440C,T4229470C,C1446484A,C559970T
C1086648A,C1086648A,C1086648A,C1086648A,C1086648A,C1086648A,C1086648A,C1086648A,C1086648A,C1086648A,C1086648A,C1086648A,,A344952G,T721373G,T721373G,T721373G,T721373G,G2309203A,G2309203A,G2309203A,G2309203A,G2309203A,,,A3017276G,A3017276G,A3017276G,A3017276G,A3017276G,,C903633T,C903633T,A751736G,G1399311A,G3469694T,G3469694T,G3469694T,G3469694T,G3469694T,G3469694T,,,C2116663T,A3436296G,A3436296G,,,,,G2873374A,,,G2022126C,G2022126C,A458948T,,,,G2331061T,A1416410C,,C4285162T,C1847570T,G1875691C,,,,,,,,,A861279C,G1581727A,G349081A,G442473A,C2736153T,G4322905A,C1454432T,G572945A
T1111518C,T1111518C,T1111518C,T1111518C,T1111518C,T1111518C,T1111518C,T1111518C,T1111518C,T1111518C,T1111518C,T1111518C,,A415129G,T738522G,T738522G,T738522G,T738522G,T2335080C,T2335080C,T2335080C,T2335080C,T2335080C,,,T3170663C,T3170663C,T3170663C,T3170663C,T3170663C,,A1019632G,A1019632G,C799002T,C1488041T,G3574504A,G3574504A,G3574504A,G3574504A,G3574504A,G3574504A,,,G2456275A,G3451670C,G3451670C,,,,,A4273842C,,,C2767631T,C2767631T,G495423A,,,,C2377785T,T1502795C,,C4348079T,T1850082C,C1902550T,,,,,,,,,G863975T,C1585900T,A353026C,G446427A,G2750052A,,A1478850G,T584104G
C1119739T,C1119739T,C1119739T,C1119739T,C1119739T,C1119739T,C1119739T,C1119739T,C1119739T,C1119739T,C1119739T,C1119739T,,A489240G,A799666G,A799666G,A799666G,A799666G,C2346929T,C2346929T,C2346929T,C2346929T,C2346929T,,,A3352244G,A3352244G,A3352244G,A3352244G,A3352244G,,G1080528A,G1080528A,G807795A,C1499248T,C3666905T,C3666905T,C3666905T,C3666905T,C3666905T,C3666905T,,,C2572438T,G3495658C,G3495658C,,,,,T4380236G,,,A3088614G,A3088614G,C546019T,,,,G3028658A,T1706262C,,,T1985124G,C1945383A,,,,,,,,,T872863G,G1676742T,A379417G,C453646T,C2848837A,,T1518463A,G587601A
G1121071A,G1121071A,G1121071A,G1121071A,G1121071A,G1121071A,G1121071A,G1121071A,G1121071A,G1121071A,G1121071A,G1121071A,,C506125T,G866051A,G866051A,G866051A,G866051A,G2452452A,G2452452A,G2452452A,G2452452A,G2452452A,,,C3597737T,C3597737T,C3597737T,C3597737T,C3597737T,,G1338172C,G1338172C,G923464C,C1603232T,C3867404A,C3867404A,C3867404A,C3867404A,C3867404A,C3867404A,,,T2614031G,T3600717G,T3600717G,,,,,,,,G3159936A,G3159936A,G682800T,,,,A3405776G,G1726541A,,,C2143958T,G2069602A,,,,,,,,,G892659A,C1686538T,C381053T,G457731A,G2861269A,,G1520669A,C602982T
G1139222A,G1139222A,G1139222A,G1139222A,G1139222A,G1139222A,G1139222A,G1139222A,G1139222A,G1139222A,G1139222A,G1139222A,,C522053A,C892416T,C892416T,C892416T,C892416T,T2516271C,T2516271C,T2516271C,T2516271C,T2516271C,,,G4192588A,G4192588A,G4192588A,G4192588A,G4192588A,,G1477588C,G1477588C,C939231T,G1605802A,C3868379T,C3868379T,C3868379T,C3868379T,C3868379T,C3868379T,,,C2669816A,C3688944T,C3688944T,,,,,,,,G3347480A,G3347480A,A715542G,,,,G3562270C,A1757105C,,,C2158327T,C2076037T,,,,,,,,,G904367C,G1690970T,C386956T,C459239A,G2865369T,,C1538651G,G634348A
C1155700T,C1155700T,C1155700T,C1155700T,C1155700T,C1155700T,C1155700T,C1155700T,C1155700T,C1155700T,C1155700T,C1155700T,,A550941G,A919351C,A919351C,A919351C,A919351C,C2536312T,C2536312T,C2536312T,C2536312T,C2536312T,,,G4232863C,G4232863C,G4232863C,G4232863C,G4232863C,,C1695364G,C1695364G,A991959G,C1839362T,A3875230G,A3875230G,A3875230G,A3875230G,A3875230G,A3875230G,,,T2767100G,G3788840T,G3788840T,,,,,,,,G4343048C,G4343048C,G878051A,,,,C3692193T,A1763855G,,,A2176101G,C2089861T,,,,,,,,,C905344A,T1714678C,A412842G,C473589T,A2902583G,,G1550755A,T665220C
