1,1.1,1.1.1,1.1.1.1,1.1.2,1.1.3,1.1.3.1,1.1.3.2,1.1.3.3,1.2.1,1.2.2,1.2.2.1,2,2.1,2.2,2.2.1,2.2.1.1,2.2.2,3,3.1.1,3.1.2,3.1.2.1,3.1.2.2,4.1,4.1.1,4.1.1.1,4.1.1.2,4.1.1.3,4.1.1.3.1,4.1.2,4.1.2.1,4.1.2.1.1,4.1.3,4.1.4,4.2,4.2.1,4.2.1.1,4.2.2,4.2.2.1,4.2.2.2,4.3,4.3.1,4.3.1.1,4.3.2,4.3.2.1,4.3.3,4.3.4,4.3.4.1,4.3.4.2,4.3.4.2.1,4.4,4.4.1,4.4.1.1,4.4.1.1.1,4.4.1.2,4.5,4.6,4.6.1,4.6.1.1,4.6.1.2,4.6.2,4.6.2.1,4.6.2.2,4.6.3,4.6.4,4.6.5,4.7,4.8,4.8.1,4.8.2,4.8.3,4.9.1,5,6,7,8,9,bov,cap,oryg
1847.0,1847.0,1847.0,1847.0,1847.0,1847.0,1847.0,1847.0,1847.0,1847.0,1847.0,1847.0,8991.0,8991.0,8991.0,8991.0,8991.0,8991.0,3765.0,3765.0,3765.0,3765.0,3765.0,10849.0,10849.0,10849.0,10849.0,10849.0,10849.0,10849.0,10849.0,10849.0,10849.0,10849.0,5735.0,5735.0,5735.0,5735.0,5735.0,5735.0,,10695.0,10695.0,4537.0,4537.0,8149.0,,,5941.0,5941.0,,7903.0,7903.0,7903.0,7903.0,,,7067.0,7067.0,7067.0,,3613.0,1603.0,3053.0,,,,,9115.0,9735.0,,,1399.0,2507.0,609,701.0,3609.0,6413.0,2119.0,911.0
1861.0,1861.0,1861.0,1861.0,1861.0,1861.0,1861.0,1861.0,1861.0,1861.0,1861.0,1861.0,9161.0,9161.0,9161.0,9161.0,9161.0,9161.0,4161.0,4161.0,4161.0,4161.0,4161.0,10931.0,10931.0,10931.0,10931.0,10931.0,10931.0,10931.0,10931.0,10931.0,10931.0,10931.0,5815.0,5815.0,5815.0,5815.0,5815.0,5815.0,,,663.0,4609.0,4609.0,8509.0,,,6091.0,6091.0,,8463.0,8463.0,8463.0,8463.0,,,7479.0,7479.0,7479.0,,3979.0,1727.0,3439.0,,,,,9577.0,10631.0,,,1437.0,2579.0,615,705.0,3741.0,6601.0,2201.0,929.0
1879.0,1879.0,1879.0,1879.0,1879.0,1879.0,1879.0,1879.0,1879.0,1879.0,1879.0,1879.0,9411.0,9411.0,9411.0,9411.0,9411.0,9411.0,4221.0,4221.0,4221.0,4221.0,4221.0,10945.0,10945.0,10945.0,10945.0,10945.0,10945.0,10945.0,10945.0,10945.0,10945.0,10945.0,5901.0,5901.0,5901.0,5901.0,5901.0,5901.0,,,913.0,4703.0,4703.0,9091.0,,,6227.0,6227.0,,8575.0,8575.0,8575.0,8575.0,,,7893.0,7893.0,7893.0,,4019.0,2141.0,3567.0,,,,,10087.0,10661.0,,,1461.0,2615.0,625,707.0,3859.0,6711.0,2397.0,1011.0
1937.0,1937.0,1937.0,1937.0,1937.0,1937.0,1937.0,1937.0,1937.0,1937.0,1937.0,1937.0,9415.0,9415.0,9415.0,9415.0,9415.0,9415.0,4401.0,4401.0,4401.0,4401.0,4401.0,,315.0,315.0,315.0,315.0,315.0,277.0,277.0,277.0,17.0,209.0,6007.0,6007.0,6007.0,6007.0,6007.0,6007.0,,,1809.0,5453.0,5453.0,9831.0,,,7565.0,7565.0,,8611.0,8611.0,8611.0,8611.0,,,8247.0,8247.0,8247.0,,4113.0,2221.0,3575.0,,,,,10149.0,10671.0,,,1485.0,2675.0,629,723.0,3895.0,6759.0,2403.0,1025.0
2033.0,2033.0,2033.0,2033.0,2033.0,2033.0,2033.0,2033.0,2033.0,2033.0,2033.0,2033.0,9527.0,9527.0,9527.0,9527.0,9527.0,9527.0,4433.0,4433.0,4433.0,4433.0,4433.0,,763.0,763.0,763.0,763.0,763.0,1127.0,1127.0,1127.0,89.0,287.0,6105.0,6105.0,6105.0,6105.0,6105.0,6105.0,,,2501.0,5487.0,5487.0,10871.0,,,7757.0,7757.0,,8939.0,8939.0,8939.0,8939.0,,,9453.0,9453.0,9453.0,,4751.0,2583.0,3733.0,,,,,10327.0,10673.0,,,1509.0,2713.0,645,729.0,3937.0,6829.0,2481.0,1029.0
2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,2067.0,9839.0,9839.0,9839.0,9839.0,9839.0,9839.0,4519.0,4519.0,4519.0,4519.0,4519.0,,1341.0,1341.0,1341.0,1341.0,1341.0,1151.0,1151.0,1151.0,123.0,301.0,6107.0,6107.0,6107.0,6107.0,6107.0,6107.0,,,2753.0,5627.0,5627.0,10939.0,,,7933.0,7933.0,,9137.0,9137.0,9137.0,9137.0,,,10235.0,10235.0,10235.0,,5277.0,3063.0,3737.0,,,,,,,,,1555.0,2805.0,675,749.0,4381.0,6957.0,2541.0,1047.0
2127.0,2127.0,2127.0,2127.0,2127.0,2127.0,2127.0,2127.0,2127.0,2127.0,2127.0,2127.0,9867.0,9867.0,9867.0,9867.0,9867.0,9867.0,4577.0,4577.0,4577.0,4577.0,4577.0,,1533.0,1533.0,1533.0,1533.0,1533.0,1159.0,1159.0,1159.0,309.0,417.0,6231.0,6231.0,6231.0,6231.0,6231.0,6231.0,,,2761.0,6207.0,6207.0,,,,8161.0,8161.0,,9875.0,9875.0,9875.0,9875.0,,,10581.0,10581.0,10581.0,,5383.0,3081.0,3783.0,,,,,,,,,1559.0,2915.0,687,773.0,4437.0,7325.0,2587.0,1103.0
2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,10317.0,10317.0,10317.0,10317.0,10317.0,10317.0,4595.0,4595.0,4595.0,4595.0,4595.0,,2177.0,2177.0,2177.0,2177.0,2177.0,2109.0,2109.0,2109.0,557.0,863.0,6369.0,6369.0,6369.0,6369.0,6369.0,6369.0,,,3021.0,6441.0,6441.0,,,,8773.0,8773.0,,9925.0,9925.0,9925.0,9925.0,,,10585.0,10585.0,10585.0,,5575.0,3261.0,3943.0,,,,,,,,,1573.0,3017.0,697,843.0,4575.0,8075.0,2661.0,1105.0
2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,10361.0,10361.0,10361.0,10361.0,10361.0,10361.0,4785.0,4785.0,4785.0,4785.0,4785.0,,2207.0,2207.0,2207.0,2207.0,2207.0,2307.0,2307.0,2307.0,589.0,1255.0,6405.0,6405.0,6405.0,6405.0,6405.0,6405.0,,,3113.0,6689.0,6689.0,,,,8911.0,8911.0,,10065.0,10065.0,10065.0,10065.0,,,10649.0,10649.0,10649.0,,6755.0,3425.0,3957.0,,,,,,,,,1585.0,3091.0,715,877.0,4607.0,8397.0,2687.0,1109.0
2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,10429.0,10429.0,10429.0,10429.0,10429.0,10429.0,4827.0,4827.0,4827.0,4827.0,4827.0,,3193.0,3193.0,3193.0,3193.0,3193.0,2811.0,2811.0,2811.0,693.0,1427.0,6513.0,6513.0,6513.0,6513.0,6513.0,6513.0,,,3147.0,6779.0,6779.0,,,,9973.0,9973.0,,10275.0,10275.0,10275.0,10275.0,,,,283.0,389.0,,6969.0,3473.0,4217.0,,,,,,,,,1621.0,3097.0,717,879.0,4625.0,8399.0,2715.0,1111.0
2385.0,2385.0,2385.0,2385.0,2385.0,2385.0,2385.0,2385.0,2385.0,2385.0,2385.0,2385.0,10573.0,10573.0,10573.0,10573.0,10573.0,10573.0,4829.0,4829.0,4829.0,4829.0,4829.0,,4741.0,4741.0,4741.0,4741.0,4741.0,2913.0,2913.0,2913.0,933.0,1571.0,6893.0,6893.0,6893.0,6893.0,6893.0,6893.0,,,3417.0,7303.0,7303.0,,,,10905.0,10905.0,,10829.0,10829.0,10829.0,10829.0,,,,613.0,421.0,,7271.0,3599.0,4371.0,,,,,,,,,1651.0,3227.0,731,889.0,4745.0,8567.0,3009.0,1173.0
2455.0,2455.0,2455.0,2455.0,2455.0,2455.0,2455.0,2455.0,2455.0,2455.0,2455.0,2455.0,10655.0,10655.0,10655.0,10655.0,10655.0,10655.0,4951.0,4951.0,4951.0,4951.0,4951.0,,4881.0,4881.0,4881.0,4881.0,4881.0,5179.0,5179.0,5179.0,1031.0,1685.0,7519.0,7519.0,7519.0,7519.0,7519.0,7519.0,,,3577.0,7441.0,7441.0,,,,11005.0,11005.0,,10941.0,10941.0,10941.0,10941.0,,,,637.0,443.0,,7529.0,3821.0,4421.0,,,,,,,,,1691.0,3229.0,733,907.0,4805.0,8621.0,3027.0,1221.0
2505.0,2505.0,2505.0,2505.0,2505.0,2505.0,2505.0,2505.0,2505.0,2505.0,2505.0,2505.0,10683.0,10683.0,10683.0,10683.0,10683.0,10683.0,5063.0,5063.0,5063.0,5063.0,5063.0,,5333.0,5333.0,5333.0,5333.0,5333.0,7073.0,7073.0,7073.0,1117.0,2021.0,7751.0,7751.0,7751.0,7751.0,7751.0,7751.0,,,3615.0,7857.0,7857.0,,,,,667.0,,,665.0,665.0,93.0,,,,2149.0,685.0,,8097.0,3971.0,4445.0,,,,,,,,,1695.0,3269.0,737,927.0,4949.0,8823.0,3073.0,1239.0
2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,10711.0,10711.0,10711.0,10711.0,10711.0,10711.0,5093.0,5093.0,5093.0,5093.0,5093.0,,5401.0,5401.0,5401.0,5401.0,5401.0,7905.0,7905.0,7905.0,1175.0,2095.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,,,4355.0,7999.0,7999.0,,,,,1421.0,,,979.0,979.0,201.0,,,,2203.0,1361.0,,8657.0,4003.0,4451.0,,,,,,,,,1717.0,3333.0,775,931.0,5061.0,8955.0,3077.0,1263.0
2549.0,2549.0,2549.0,2549.0,2549.0,2549.0,2549.0,2549.0,2549.0,2549.0,2549.0,2549.0,,127.0,67.0,67.0,67.0,67.0,5133.0,5133.0,5133.0,5133.0,5133.0,,6551.0,6551.0,6551.0,6551.0,6551.0,,1193.0,1193.0,1189.0,2411.0,8049.0,8049.0,8049.0,8049.0,8049.0,8049.0,,,4879.0,8003.0,8003.0,,,,,3133.0,,,1017.0,1017.0,691.0,,,,2537.0,1491.0,,8909.0,4127.0,4491.0,,,,,,,,,1745.0,3457.0,795,943.0,5151.0,9221.0,3111.0,1287.0
2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,,203.0,405.0,405.0,405.0,405.0,5225.0,5225.0,5225.0,5225.0,5225.0,,6905.0,6905.0,6905.0,6905.0,6905.0,,1487.0,1487.0,1321.0,2813.0,8443.0,8443.0,8443.0,8443.0,8443.0,8443.0,,,5153.0,8321.0,8321.0,,,,,4395.0,,,1783.0,1783.0,695.0,,,,3617.0,2079.0,,9679.0,4293.0,4567.0,,,,,,,,,1775.0,3469.0,813,947.0,5475.0,9627.0,3177.0,1313.0
2599.0,2599.0,2599.0,2599.0,2599.0,2599.0,2599.0,2599.0,2599.0,2599.0,2599.0,2599.0,,391.0,447.0,447.0,447.0,447.0,5467.0,5467.0,5467.0,5467.0,5467.0,,7385.0,7385.0,7385.0,7385.0,7385.0,,1629.0,1629.0,1761.0,3031.0,8507.0,8507.0,8507.0,8507.0,8507.0,8507.0,,,5297.0,8485.0,8485.0,,,,,6841.0,,,2477.0,2477.0,957.0,,,,4045.0,2777.0,,9753.0,4399.0,4601.0,,,,,,,,,1797.0,3497.0,817,949.0,5593.0,9747.0,3183.0,1335.0
2619.0,2619.0,2619.0,2619.0,2619.0,2619.0,2619.0,2619.0,2619.0,2619.0,2619.0,2619.0,,555.0,633.0,633.0,633.0,633.0,5719.0,5719.0,5719.0,5719.0,5719.0,,7553.0,7553.0,7553.0,7553.0,7553.0,,2349.0,2349.0,1863.0,3237.0,8559.0,8559.0,8559.0,8559.0,8559.0,8559.0,,,6265.0,8541.0,8541.0,,,,,7205.0,,,3353.0,3353.0,1027.0,,,,4807.0,3519.0,,10123.0,4631.0,4635.0,,,,,,,,,1883.0,3505.0,849,955.0,5985.0,9927.0,3381.0,1337.0
2659.0,2659.0,2659.0,2659.0,2659.0,2659.0,2659.0,2659.0,2659.0,2659.0,2659.0,2659.0,,619.0,661.0,661.0,661.0,661.0,5751.0,5751.0,5751.0,5751.0,5751.0,,7589.0,7589.0,7589.0,7589.0,7589.0,,2597.0,2597.0,1933.0,3537.0,8627.0,8627.0,8627.0,8627.0,8627.0,8627.0,,,6527.0,8583.0,8583.0,,,,,10611.0,,,5123.0,5123.0,1205.0,,,,5953.0,3559.0,,10639.0,4641.0,4683.0,,,,,,,,,1901.0,3515.0,855,987.0,6201.0,9951.0,3383.0,1385.0
2671.0,2671.0,2671.0,2671.0,2671.0,2671.0,2671.0,2671.0,2671.0,2671.0,2671.0,2671.0,,641.0,991.0,991.0,991.0,991.0,5755.0,5755.0,5755.0,5755.0,5755.0,,7959.0,7959.0,7959.0,7959.0,7959.0,,2745.0,2745.0,2035.0,3749.0,8935.0,8935.0,8935.0,8935.0,8935.0,8935.0,,,6603.0,8731.0,8731.0,,,,,10919.0,,,6933.0,6933.0,1297.0,,,,6067.0,3779.0,,10821.0,4969.0,4763.0,,,,,,,,,1917.0,3655.0,871,1023.0,6421.0,10289.0,3427.0,1397.0
2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,,875.0,1003.0,1003.0,1003.0,1003.0,5885.0,5885.0,5885.0,5885.0,5885.0,,8347.0,8347.0,8347.0,8347.0,8347.0,,3385.0,3385.0,2049.0,3775.0,9149.0,9149.0,9149.0,9149.0,9149.0,9149.0,,,6737.0,9005.0,9005.0,,,,,,,,7755.0,7755.0,1413.0,,,,7613.0,4299.0,,,5363.0,4865.0,,,,,,,,,1979.0,3751.0,935,1051.0,6635.0,10303.0,3513.0,1415.0
2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,,905.0,1211.0,1211.0,1211.0,1211.0,5963.0,5963.0,5963.0,5963.0,5963.0,,8997.0,8997.0,8997.0,8997.0,8997.0,,3719.0,3719.0,2417.0,4059.0,9595.0,9595.0,9595.0,9595.0,9595.0,9595.0,,,6931.0,9183.0,9183.0,,,,,,,,7941.0,7941.0,1731.0,,,,8473.0,4359.0,,,5397.0,5189.0,,,,,,,,,2043.0,3811.0,959,1131.0,6685.0,10483.0,3523.0,1449.0
2763.0,2763.0,2763.0,2763.0,2763.0,2763.0,2763.0,2763.0,2763.0,2763.0,2763.0,2763.0,,951.0,1853.0,1853.0,1853.0,1853.0,5983.0,5983.0,5983.0,5983.0,5983.0,,10399.0,10399.0,10399.0,10399.0,10399.0,,4269.0,4269.0,2431.0,4073.0,9601.0,9601.0,9601.0,9601.0,9601.0,9601.0,,,8361.0,9441.0,9441.0,,,,,,,,8339.0,8339.0,1825.0,,,,8913.0,4415.0,,,5427.0,5197.0,,,,,,,,,2153.0,3833.0,965,1139.0,6827.0,10765.0,3645.0,1483.0
2767.0,2767.0,2767.0,2767.0,2767.0,2767.0,2767.0,2767.0,2767.0,2767.0,2767.0,2767.0,,1107.0,1895.0,1895.0,1895.0,1895.0,6255.0,6255.0,6255.0,6255.0,6255.0,,10489.0,10489.0,10489.0,10489.0,10489.0,,4839.0,4839.0,2521.0,4615.0,9619.0,9619.0,9619.0,9619.0,9619.0,9619.0,,,8389.0,9717.0,9717.0,,,,,,,,10807.0,10807.0,2211.0,,,,9185.0,4431.0,,,5579.0,5227.0,,,,,,,,,2161.0,4005.0,967,1147.0,6859.0,,3659.0,1499.0
2809.0,2809.0,2809.0,2809.0,2809.0,2809.0,2809.0,2809.0,2809.0,2809.0,2809.0,2809.0,,1273.0,2039.0,2039.0,2039.0,2039.0,6389.0,6389.0,6389.0,6389.0,6389.0,,10703.0,10703.0,10703.0,10703.0,10703.0,,5605.0,5605.0,2903.0,4833.0,10067.0,10067.0,10067.0,10067.0,10067.0,10067.0,,,9169.0,9993.0,9993.0,,,,,,,,,199.0,2683.0,,,,10077.0,6235.0,,,5645.0,5349.0,,,,,,,,,2191.0,4015.0,973,1161.0,6897.0,,3729.0,1505.0
2827.0,2827.0,2827.0,2827.0,2827.0,2827.0,2827.0,2827.0,2827.0,2827.0,2827.0,2827.0,,1325.0,2169.0,2169.0,2169.0,2169.0,6435.0,6435.0,6435.0,6435.0,6435.0,,,153.0,107.0,319.0,319.0,,5839.0,5839.0,2905.0,4847.0,10211.0,10211.0,10211.0,10211.0,10211.0,10211.0,,,10463.0,10075.0,10075.0,,,,,,,,,237.0,2689.0,,,,,6345.0,,,5737.0,5381.0,,,,,,,,,2311.0,4219.0,1001,1187.0,7153.0,,3825.0,1537.0
2829.0,2829.0,2829.0,2829.0,2829.0,2829.0,2829.0,2829.0,2829.0,2829.0,2829.0,2829.0,,1357.0,2309.0,2309.0,2309.0,2309.0,6563.0,6563.0,6563.0,6563.0,6563.0,,,243.0,151.0,465.0,465.0,,6301.0,6301.0,3155.0,5565.0,10319.0,10319.0,10319.0,10319.0,10319.0,10319.0,,,10589.0,10239.0,10239.0,,,,,,,,,335.0,3539.0,,,,,6519.0,,,6043.0,5961.0,,,,,,,,,2353.0,4245.0,1009,1201.0,7173.0,,3831.0,1617.0
2863.0,2863.0,2863.0,2863.0,2863.0,2863.0,2863.0,2863.0,2863.0,2863.0,2863.0,2863.0,,1425.0,2405.0,2405.0,2405.0,2405.0,6707.0,6707.0,6707.0,6707.0,6707.0,,,513.0,327.0,473.0,473.0,,7197.0,7197.0,3205.0,5587.0,10449.0,10449.0,10449.0,10449.0,10449.0,10449.0,,,10633.0,10273.0,10273.0,,,,,,,,,435.0,3965.0,,,,,7037.0,,,6557.0,6261.0,,,,,,,,,2357.0,4259.0,1021,1209.0,7177.0,,3863.0,1689.0
2923.0,2923.0,2923.0,2923.0,2923.0,2923.0,2923.0,2923.0,2923.0,2923.0,2923.0,2923.0,,1479.0,2723.0,2723.0,2723.0,2723.0,6767.0,6767.0,6767.0,6767.0,6767.0,,,593.0,483.0,487.0,487.0,,7275.0,7275.0,3315.0,5707.0,10617.0,10617.0,10617.0,10617.0,10617.0,10617.0,,,10887.0,10475.0,10475.0,,,,,,,,,517.0,4239.0,,,,,8301.0,,,6567.0,6371.0,,,,,,,,,2365.0,4321.0,1101,1225.0,7283.0,,3917.0,1733.0
2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,,1639.0,2887.0,2887.0,2887.0,2887.0,6785.0,6785.0,6785.0,6785.0,6785.0,,,1115.0,765.0,899.0,899.0,,7317.0,7317.0,3487.0,5747.0,10715.0,10715.0,10715.0,10715.0,10715.0,10715.0,,,,10555.0,10555.0,,,,,,,,,617.0,4251.0,,,,,8511.0,,,6729.0,6515.0,,,,,,,,,2519.0,4365.0,1119,1231.0,7433.0,,4057.0,1763.0
3035.0,3035.0,3035.0,3035.0,3035.0,3035.0,3035.0,3035.0,3035.0,3035.0,3035.0,3035.0,,1647.0,3283.0,3283.0,3283.0,3283.0,6809.0,6809.0,6809.0,6809.0,6809.0,,,1411.0,783.0,925.0,925.0,,7577.0,7577.0,3663.0,6291.0,10717.0,10717.0,10717.0,10717.0,10717.0,10717.0,,,,10741.0,10741.0,,,,,,,,,1319.0,4337.0,,,,,8663.0,,,7151.0,6693.0,,,,,,,,,2553.0,4531.0,1149,1235.0,7563.0,,4075.0,1767.0
3057.0,3057.0,3057.0,3057.0,3057.0,3057.0,3057.0,3057.0,3057.0,3057.0,3057.0,3057.0,,1701.0,3355.0,3355.0,3355.0,3355.0,6977.0,6977.0,6977.0,6977.0,6977.0,,,1497.0,937.0,2129.0,2129.0,,8931.0,8931.0,3913.0,6401.0,10767.0,10767.0,10767.0,10767.0,10767.0,10767.0,,,,10825.0,10825.0,,,,,,,,,2625.0,4429.0,,,,,9727.0,,,7171.0,6749.0,,,,,,,,,2609.0,4535.0,1177,1331.0,7655.0,,4099.0,1789.0
3107.0,3107.0,3107.0,3107.0,3107.0,3107.0,3107.0,3107.0,3107.0,3107.0,3107.0,3107.0,,1833.0,3871.0,3871.0,3871.0,3871.0,7041.0,7041.0,7041.0,7041.0,7041.0,,,1503.0,1013.0,2329.0,2329.0,,8965.0,8965.0,3955.0,6745.0,10835.0,10835.0,10835.0,10835.0,10835.0,10835.0,,,,10827.0,10827.0,,,,,,,,,2649.0,4523.0,,,,,10271.0,,,7211.0,6909.0,,,,,,,,,2647.0,4587.0,1185,1435.0,7659.0,,4211.0,1795.0
3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,3125.0,,1909.0,4033.0,4033.0,4033.0,4033.0,7071.0,7071.0,7071.0,7071.0,7071.0,,,2317.0,1291.0,2495.0,2495.0,,9193.0,9193.0,4111.0,7309.0,10907.0,10907.0,10907.0,10907.0,10907.0,10907.0,,,,10953.0,10953.0,,,,,,,,,2837.0,4529.0,,,,,10455.0,,,7247.0,7149.0,,,,,,,,,2691.0,4617.0,1191,1457.0,7671.0,,4289.0,1807.0
3345.0,3345.0,3345.0,3345.0,3345.0,3345.0,3345.0,3345.0,3345.0,3345.0,3345.0,3345.0,,1931.0,4093.0,4093.0,4093.0,4093.0,7265.0,7265.0,7265.0,7265.0,7265.0,,,2741.0,1519.0,2617.0,2617.0,,9829.0,9829.0,4169.0,7733.0,10951.0,10951.0,10951.0,10951.0,10951.0,10951.0,,,,,25.0,,,,,,,,,2937.0,4769.0,,,,,10535.0,,,7315.0,7193.0,,,,,,,,,2737.0,4619.0,1229,1465.0,7753.0,,4331.0,1811.0
3347.0,3347.0,3347.0,3347.0,3347.0,3347.0,3347.0,3347.0,3347.0,3347.0,3347.0,3347.0,,2015.0,4149.0,4149.0,4149.0,4149.0,7289.0,7289.0,7289.0,7289.0,7289.0,,,2861.0,2065.0,2803.0,2803.0,,10129.0,10129.0,4173.0,7789.0,10969.0,10969.0,10969.0,10969.0,10969.0,10969.0,,,,,239.0,,,,,,,,,3093.0,5613.0,,,,,10881.0,,,7359.0,7199.0,,,,,,,,,2869.0,4653.0,1249,1471.0,8065.0,,4333.0,1821.0
3435.0,3435.0,3435.0,3435.0,3435.0,3435.0,3435.0,3435.0,3435.0,3435.0,3435.0,3435.0,,2053.0,4249.0,4249.0,4249.0,4249.0,7379.0,7379.0,7379.0,7379.0,7379.0,,,3363.0,2427.0,3127.0,3127.0,,10509.0,10509.0,4183.0,7995.0,,885.0,885.0,45.0,45.0,45.0,,,,,471.0,,,,,,,,,3119.0,6123.0,,,,,,,,7373.0,7307.0,,,,,,,,,2885.0,4665.0,1285,1495.0,8141.0,,4559.0,1849.0
3461.0,3461.0,3461.0,3461.0,3461.0,3461.0,3461.0,3461.0,3461.0,3461.0,3461.0,3461.0,,2055.0,4637.0,4637.0,4637.0,4637.0,7443.0,7443.0,7443.0,7443.0,7443.0,,,3589.0,2551.0,3159.0,3159.0,,10579.0,10579.0,4283.0,8005.0,,1123.0,1123.0,257.0,257.0,257.0,,,,,711.0,,,,,,,,,3597.0,6595.0,,,,,,,,7419.0,7339.0,,,,,,,,,3037.0,4709.0,1303,1511.0,8205.0,,4583.0,1875.0
3463.0,3463.0,3463.0,3463.0,3463.0,3463.0,3463.0,3463.0,3463.0,3463.0,3463.0,3463.0,,2199.0,4705.0,4705.0,4705.0,4705.0,7573.0,7573.0,7573.0,7573.0,7573.0,,,4115.0,2559.0,3905.0,3905.0,,10787.0,10787.0,4501.0,8591.0,,1557.0,1557.0,571.0,571.0,571.0,,,,,759.0,,,,,,,,,3801.0,6777.0,,,,,,,,7629.0,7345.0,,,,,,,,,3043.0,4781.0,1307,1521.0,8207.0,,4675.0,1927.0
3477.0,3477.0,3477.0,3477.0,3477.0,3477.0,3477.0,3477.0,3477.0,3477.0,3477.0,3477.0,,2387.0,5289.0,5289.0,5289.0,5289.0,7611.0,7611.0,7611.0,7611.0,7611.0,,,4643.0,2595.0,4145.0,4145.0,,,229.0,4561.0,9481.0,,1997.0,1997.0,977.0,977.0,977.0,,,,,1033.0,,,,,,,,,4647.0,7169.0,,,,,,,,7879.0,7859.0,,,,,,,,,3141.0,4849.0,1351,1535.0,8395.0,,4723.0,2007.0
3479.0,3479.0,3479.0,3479.0,3479.0,3479.0,3479.0,3479.0,3479.0,3479.0,3479.0,3479.0,,2445.0,5433.0,5433.0,5433.0,5433.0,7665.0,7665.0,7665.0,7665.0,7665.0,,,5143.0,2603.0,4671.0,4671.0,,,735.0,4747.0,9489.0,,2589.0,2589.0,1343.0,1343.0,1343.0,,,,,1199.0,,,,,,,,,4845.0,7583.0,,,,,,,,8081.0,8023.0,,,,,,,,,3145.0,4923.0,1371,1561.0,8441.0,,4783.0,2017.0
3501.0,3501.0,3501.0,3501.0,3501.0,3501.0,3501.0,3501.0,3501.0,3501.0,3501.0,3501.0,,2513.0,5537.0,5537.0,5537.0,5537.0,7725.0,7725.0,7725.0,7725.0,7725.0,,,6953.0,2819.0,5087.0,5087.0,,,1595.0,4837.0,9563.0,,4143.0,4143.0,3747.0,3747.0,3747.0,,,,,1819.0,,,,,,,,,4963.0,7643.0,,,,,,,,8163.0,8035.0,,,,,,,,,3149.0,4925.0,1389,1579.0,8483.0,,4867.0,2051.0
3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,,2601.0,5897.0,5897.0,5897.0,5897.0,7735.0,7735.0,7735.0,7735.0,7735.0,,,7099.0,2825.0,5149.0,5149.0,,,1905.0,4947.0,9929.0,,4339.0,4339.0,4051.0,4051.0,4051.0,,,,,2001.0,,,,,,,,,5101.0,7741.0,,,,,,,,8181.0,8223.0,,,,,,,,,3153.0,5075.0,1395,1589.0,8505.0,,5065.0,2057.0
3563.0,3563.0,3563.0,3563.0,3563.0,3563.0,3563.0,3563.0,3563.0,3563.0,3563.0,3563.0,,2719.0,5999.0,5999.0,5999.0,5999.0,7743.0,7743.0,7743.0,7743.0,7743.0,,,7273.0,3055.0,5235.0,5235.0,,,1923.0,4957.0,10689.0,,5557.0,5557.0,5603.0,5603.0,5603.0,,,,,2823.0,,,,,,,,,5307.0,8043.0,,,,,,,,8363.0,8255.0,,,,,,,,,3171.0,5163.0,1405,1607.0,8659.0,,5095.0,2075.0
3565.0,3565.0,3565.0,3565.0,3565.0,3565.0,3565.0,3565.0,3565.0,3565.0,3565.0,3565.0,,2783.0,6367.0,6367.0,6367.0,6367.0,8029.0,8029.0,8029.0,8029.0,8029.0,,,7705.0,3209.0,6159.0,6159.0,,,1991.0,5247.0,10961.0,,5561.0,5561.0,6153.0,6153.0,6153.0,,,,,2931.0,,,,,,,,,5407.0,8131.0,,,,,,,,8391.0,8461.0,,,,,,,,,3187.0,5293.0,1409,1625.0,8801.0,,5281.0,2103.0
3633.0,3633.0,3633.0,3633.0,3633.0,3633.0,3633.0,3633.0,3633.0,3633.0,3633.0,3633.0,,2791.0,6903.0,6903.0,6903.0,6903.0,8037.0,8037.0,8037.0,8037.0,8037.0,,,7777.0,3273.0,6263.0,6263.0,,,2209.0,5263.0,,,6629.0,6629.0,6321.0,6321.0,6321.0,,,,,3109.0,,,,,,,,,5989.0,8235.0,,,,,,,,8573.0,8525.0,,,,,,,,,3189.0,5295.0,1451,1627.0,9007.0,,5361.0,2113.0
